id,created_at,author_id,in_reply_to_user_id,likert_scale_Q1,likert_scale_Q2
4072,2025-01-28,10193,,3,3
1703,2025-01-28,8615,,5,5
5442,2025-01-28,1360,,4,4
14552,2025-01-28,6794,,5,5
5617,2025-01-28,2809,,4,5
7992,2025-01-28,3770,,4,5
9044,2025-01-28,253,,4,5
11537,2025-01-28,8714,,2,2
12272,2025-01-28,10058,,3,2
899,2025-01-28,10330,,4,5
3946,2025-01-28,346,,5,5
2535,2025-01-28,7480,,5,5
9588,2025-01-28,8682,,2,2
3551,2025-01-28,1870,,3,2
4066,2025-01-28,1622,4083,2,2
12774,2025-01-28,962,,3,5
3786,2025-01-28,2239,,2,2
11912,2025-01-28,3383,,5,5
11260,2025-01-28,8615,,4,5
11301,2025-01-28,6085,,4,5
14936,2025-01-28,8419,,5,5
11486,2025-01-28,12114,,5,4
1763,2025-01-28,609,,5,5
13041,2025-01-28,3500,,3,4
12605,2025-01-28,11053,,5,5
5849,2025-01-28,1675,,5,5
8657,2025-01-28,9658,,3,4
10194,2025-01-28,3207,,3,4
8684,2025-01-28,7088,,4,5
2670,2025-01-28,7930,,3,5
3311,2025-01-28,5313,,5,5
11041,2025-01-28,10920,,3,5
11435,2025-01-28,6507,,2,2
8561,2025-01-28,11379,,3,5
7901,2025-01-28,7352,,2,2
5813,2025-01-28,10480,,4,5
14635,2025-01-28,2704,,3,5
7843,2025-01-28,11621,,2,2
11830,2025-01-28,1130,,4,5
11022,2025-01-28,8556,,3,5
7848,2025-01-28,11137,,4,5
6214,2025-01-28,10330,,3,5
6838,2025-01-28,6520,,5,4
4236,2025-01-28,4322,,3,5
2964,2025-01-28,6425,,3,2
14169,2025-01-28,11553,,5,1
7416,2025-01-28,4941,,3,5
4770,2025-01-28,2593,,2,2
12022,2025-01-28,9418,,5,5
14616,2025-01-28,11272,,5,5
7348,2025-01-28,11225,,3,5
7241,2025-01-28,10058,,5,5
4783,2025-01-28,2918,,2,1
11307,2025-01-28,2225,,2,2
7819,2025-01-28,1130,,3,5
1684,2025-01-28,190,,5,5
8533,2025-01-28,7359,,2,1
9455,2025-01-28,7085,,2,4
14691,2025-01-28,6356,,4,4
9756,2025-01-28,903,,3,5
10546,2025-01-28,4723,,4,5
253,2025-01-28,5803,,5,5
8227,2025-01-28,11252,,4,5
8010,2025-01-28,346,,4,5
9800,2025-01-28,778,,1,1
13197,2025-01-28,7311,,5,1
7866,2025-01-28,2060,,2,2
2726,2025-01-28,2809,,5,4
6961,2025-01-28,7760,,5,1
12625,2025-01-28,405,,4,5
13531,2025-01-28,4959,,2,2
6438,2025-01-28,3981,,2,2
11198,2025-01-28,6941,,3,3
3121,2025-01-28,5249,2497,2,1
11625,2025-01-28,1675,,5,5
10250,2025-01-28,10061,,5,5
2366,2025-01-28,6252,,4,5
13550,2025-01-28,4583,,3,5
7581,2025-01-28,253,,5,5
10752,2025-01-28,2544,,2,1
4553,2025-01-28,6042,,1,1
13306,2025-01-28,6905,,3,5
6954,2025-01-28,347,,4,5
13539,2025-01-28,8669,,3,2
1187,2025-01-28,10359,,2,2
12838,2025-01-28,9627,,5,5
9262,2025-01-28,778,,2,2
1271,2025-01-28,8927,,5,1
6631,2025-01-28,3774,,3,5
3363,2025-01-28,4322,,5,4
4158,2025-01-28,8615,,3,5
5909,2025-01-28,2021,,4,5
3305,2025-01-28,8297,,5,5
11027,2025-01-28,1960,,1,1
13017,2025-01-28,96,,3,5
490,2025-01-28,8870,,1,1
7805,2025-01-28,5902,,2,2
8549,2025-01-28,497,,5,5
848,2025-01-28,11018,,2,1
683,2025-01-28,11600,,2,2
5003,2025-01-28,12032,,2,1
14443,2025-01-28,10920,,5,5
585,2025-01-28,8938,11772,1,1
6974,2025-01-28,8926,,2,1
11339,2025-01-28,5586,,4,4
5698,2025-01-28,1675,,2,2
1154,2025-01-28,7520,,5,5
12055,2025-01-28,3228,,3,5
13746,2025-01-28,11627,,3,5
11375,2025-01-28,1186,7586,3,3
7078,2025-01-28,8615,,5,5
4265,2025-01-28,5553,,1,1
14598,2025-01-28,5084,,5,5
4104,2025-01-28,7514,,4,5
9479,2025-01-28,2480,,4,5
8403,2025-01-28,5850,,5,4
10657,2025-01-28,1269,,5,1
1135,2025-01-28,4596,,3,5
3308,2025-01-28,1927,,2,2
11650,2025-01-28,2481,,2,2
12848,2025-01-28,5847,,5,1
4086,2025-01-28,626,,3,3
2537,2025-01-28,1503,,5,5
358,2025-01-28,6753,,4,5
6202,2025-01-28,6853,,2,2
12777,2025-01-28,1533,,5,5
6852,2025-01-28,467,,5,5
9755,2025-01-28,10031,,5,5
14364,2025-01-28,2328,,1,1
1675,2025-01-28,7368,,2,2
4405,2025-01-28,3748,,2,1
4906,2025-01-28,1609,,2,2
10738,2025-01-28,1080,,4,5
4481,2025-01-28,3557,,2,2
5706,2025-01-28,6218,,5,5
7212,2025-01-28,3374,,4,5
998,2025-01-28,12079,,5,5
8899,2025-01-28,11457,,2,2
9573,2025-01-28,11639,,4,4
12460,2025-01-28,917,,2,1
1240,2025-01-28,12081,,2,1
7978,2025-01-28,8020,,5,5
615,2025-01-28,7724,,2,2
14132,2025-01-28,1195,,2,1
11815,2025-01-28,9914,,2,2
7984,2025-01-28,5832,,2,2
8794,2025-01-28,9830,,2,2
12956,2025-01-28,5383,,2,2
11035,2025-01-28,10513,2497,2,4
6130,2025-01-28,8708,,2,2
14872,2025-01-28,5664,,3,2
14566,2025-01-28,3553,,2,1
8793,2025-01-28,5425,,5,5
11112,2025-01-28,5943,,2,2
9465,2025-01-28,7435,,2,1
13962,2025-01-28,5347,,2,2
12182,2025-01-28,9423,,5,1
11206,2025-01-28,1080,,4,5
7103,2025-01-28,2328,,4,5
6117,2025-01-28,3078,,4,4
2139,2025-01-28,3825,,2,1
5329,2025-01-28,10563,,3,5
14134,2025-01-28,9916,,5,5
10274,2025-01-28,11466,,1,1
6734,2025-01-28,3124,,2,2
447,2025-01-28,7696,,2,5
1032,2025-01-28,11423,,1,1
10596,2025-01-28,6753,,5,5
9624,2025-01-28,9848,,2,2
13555,2025-01-28,921,,2,2
13721,2025-01-28,6716,,2,2
7836,2025-01-28,5408,,5,5
14204,2025-01-28,8119,,5,5
8512,2025-01-28,8283,,5,5
12908,2025-01-28,9729,,5,5
5390,2025-01-28,7417,,5,5
2030,2025-01-28,9060,,4,5
13620,2025-01-28,1530,,5,2
1469,2025-01-28,1329,,1,5
5183,2025-01-28,4089,,5,5
6359,2025-01-28,4020,,5,5
2431,2025-01-28,7289,,5,5
6882,2025-01-28,2161,,5,5
11438,2025-01-28,3503,,2,2
7840,2025-01-28,11329,,2,2
11288,2025-01-28,8119,,2,2
11392,2025-01-28,2509,,2,2
13612,2025-01-28,9148,,5,5
11253,2025-01-28,3070,,4,5
14639,2025-01-28,2979,,2,5
13502,2025-01-28,8038,,5,5
6366,2025-01-28,7491,,5,5
6555,2025-01-28,3723,,2,2
10477,2025-01-28,5785,5785,2,2
7575,2025-01-28,3865,,3,5
13252,2025-01-28,165,,4,4
11377,2025-01-28,5785,5785,2,2
3723,2025-01-28,1305,2732,1,1
3634,2025-01-28,3037,,5,5
8226,2025-01-28,6666,,5,5
5936,2025-01-28,5631,,5,1
9101,2025-01-28,8343,,2,2
12471,2025-01-28,1072,,4,4
10814,2025-01-28,8651,,1,1
12539,2025-01-28,2229,,1,1
12479,2025-01-28,119,,5,4
5533,2025-01-28,1791,,4,5
1411,2025-01-28,1808,,4,5
10423,2025-01-28,11780,,4,5
8082,2025-01-28,10203,,5,5
11484,2025-01-28,3681,,4,4
194,2025-01-28,9297,,2,5
1095,2025-01-28,7766,11772,2,1
2688,2025-01-28,2079,,2,2
6395,2025-01-28,8345,,2,2
11258,2025-01-28,10885,,5,5
14827,2025-01-28,1212,,5,5
14091,2025-01-28,9226,,2,2
2862,2025-01-28,9191,,5,5
2692,2025-01-28,9777,,5,5
205,2025-01-28,6120,,2,5
13844,2025-01-28,7166,,2,5
10932,2025-01-28,1791,,5,5
11286,2025-01-28,1302,,2,2
299,2025-01-28,6256,,5,5
8569,2025-01-28,123,,2,2
13405,2025-01-28,6774,,4,4
14324,2025-01-28,3802,,4,2
10471,2025-01-28,23,,2,2
5265,2025-01-28,2873,,2,2
6272,2025-01-28,3418,,2,2
865,2025-01-28,8019,,4,5
4570,2025-01-28,5944,,3,3
8667,2025-01-28,5408,,5,5
852,2025-01-28,6282,,2,2
2147,2025-01-28,7160,,2,2
4726,2025-01-28,4980,,5,5
937,2025-01-28,4545,,3,5
12378,2025-01-28,8471,,2,2
3480,2025-01-28,3125,,5,5
1668,2025-01-28,8374,,2,2
7441,2025-01-28,1459,,2,2
9869,2025-01-28,6516,,5,1
9584,2025-01-28,6301,,5,5
7415,2025-01-28,7875,,3,3
6490,2025-01-28,7428,,3,4
14238,2025-01-28,2998,,2,2
13928,2025-01-28,11807,,2,2
1669,2025-01-28,8368,,5,5
11583,2025-01-28,4525,,2,2
13670,2025-01-28,6753,,2,5
7677,2025-01-28,4677,,3,5
9288,2025-01-28,2692,,4,2
738,2025-01-28,8442,,3,3
4037,2025-01-28,3887,,4,2
14943,2025-01-28,4089,,5,5
13049,2025-01-28,9989,,2,5
14275,2025-01-28,10225,,5,5
9463,2025-01-28,11299,,2,2
11807,2025-01-28,11021,,5,1
13458,2025-01-28,9637,,4,4
14015,2025-01-28,10815,,3,3
10531,2025-01-28,8561,,4,4
4423,2025-01-28,12062,,5,5
14884,2025-01-28,1458,,2,1
11075,2025-01-28,12205,,5,1
2072,2025-01-28,8835,,5,5
10837,2025-01-28,4545,,4,5
11628,2025-01-28,7664,,3,5
5169,2025-01-28,8287,,1,1
10804,2025-01-28,6582,,2,1
2122,2025-01-28,8192,,2,1
14610,2025-01-28,5478,,2,5
4503,2025-01-28,4660,,5,5
5959,2025-01-28,3591,,5,5
12767,2025-01-28,1968,,5,5
297,2025-01-28,6767,,2,2
13904,2025-01-28,3966,,2,2
12994,2025-01-28,2428,,2,2
13659,2025-01-28,551,,2,2
2802,2025-01-28,11356,,5,1
7409,2025-01-28,3238,,4,4
12020,2025-01-28,2442,,3,4
3632,2025-01-28,11619,,5,5
3893,2025-01-28,5293,,2,1
313,2025-01-28,2759,,2,2
4117,2025-01-28,6608,,2,2
14240,2025-01-28,2805,,5,5
1954,2025-01-28,9539,,5,5
2875,2025-01-28,4585,,2,2
3572,2025-01-28,3320,,2,1
7232,2025-01-28,5806,,1,1
3162,2025-01-28,9581,,2,1
2470,2025-01-28,2345,,5,5
5595,2025-01-28,356,,4,4
5911,2025-01-28,6197,,3,4
10571,2025-01-28,7904,,3,3
6025,2025-01-28,4015,,2,5
2643,2025-01-28,3585,,4,2
10766,2025-01-28,10032,,3,3
8382,2025-01-28,98,,4,4
3238,2025-01-28,5378,,2,2
1470,2025-01-28,12199,,2,2
11012,2025-01-28,6983,,2,2
11060,2025-01-28,797,,2,1
6329,2025-01-28,3142,,2,2
3619,2025-01-28,3912,,3,3
7879,2025-01-28,5667,,2,2
6386,2025-01-28,3592,,2,2
2218,2025-01-28,5208,,2,5
4100,2025-01-28,1362,,2,2
13757,2025-01-28,1395,,4,5
1256,2025-01-28,4755,,2,1
7162,2025-01-28,11830,,2,2
8046,2025-01-28,538,,4,4
14800,2025-01-28,6266,,3,5
5707,2025-01-28,8803,,3,1
1627,2025-01-28,7776,,3,3
6844,2025-01-28,7378,,5,5
8231,2025-01-28,12130,,2,2
4845,2025-01-28,692,,3,3
11975,2025-01-28,3021,,5,1
6093,2025-01-28,6306,,4,4
2492,2025-01-28,7491,,5,5
14186,2025-01-28,4477,,4,5
2472,2025-01-28,5457,,3,5
3899,2025-01-28,4133,10857,1,1
10464,2025-01-28,11620,,4,4
7935,2025-01-28,1808,,5,5
12127,2025-01-28,4750,,2,2
9338,2025-01-28,2908,,1,1
13946,2025-01-28,8294,,2,2
11683,2025-01-28,4419,,2,2
9558,2025-01-28,10845,,2,2
8832,2025-01-28,6334,,2,5
6059,2025-01-28,9399,,4,2
7199,2025-01-28,9068,,1,1
3738,2025-01-28,3459,,5,1
5914,2025-01-28,5775,,5,5
9935,2025-01-28,1718,,2,2
13058,2025-01-28,11299,,3,5
3701,2025-01-28,1242,,2,1
1699,2025-01-28,11718,,5,1
11186,2025-01-28,5784,,2,1
5940,2025-01-28,5457,,4,5
13476,2025-01-28,4470,,1,1
967,2025-01-28,8131,,4,4
4222,2025-01-28,1791,,5,5
12346,2025-01-28,1047,,5,5
2227,2025-01-28,11671,,3,3
9575,2025-01-28,11829,,2,2
7873,2025-01-28,9127,,4,2
541,2025-01-28,1800,,4,2
13652,2025-01-28,5054,,5,5
8069,2025-01-28,3480,,5,1
8480,2025-01-28,3610,,5,5
6516,2025-01-28,1721,,2,2
620,2025-01-28,12023,,2,2
3496,2025-01-28,9400,,5,5
5917,2025-01-28,1583,,1,1
6242,2025-01-28,1968,,5,5
14848,2025-01-28,10104,,4,5
13735,2025-01-28,11963,,5,1
6409,2025-01-28,6767,,2,1
2176,2025-01-28,10036,,5,5
4784,2025-01-28,11698,,5,4
5089,2025-01-28,3931,,3,3
11449,2025-01-28,7526,,2,2
10591,2025-01-28,9020,,4,4
8274,2025-01-28,9464,,4,5
6217,2025-01-28,11038,,5,5
3170,2025-01-28,152,,5,5
6432,2025-01-28,4554,,2,2
2960,2025-01-28,4677,,5,5
11806,2025-01-28,3979,,1,1
1258,2025-01-28,6150,,4,5
2849,2025-01-28,11563,,2,5
11797,2025-01-28,3606,,2,2
13845,2025-01-28,11299,,5,5
5766,2025-01-28,11206,,3,3
3101,2025-01-28,1039,,2,5
2769,2025-01-28,4883,,2,2
13395,2025-01-28,9806,,4,5
1911,2025-01-28,10478,,3,3
14180,2025-01-28,8498,,3,3
284,2025-01-28,6146,,5,1
471,2025-01-28,10845,,2,1
7862,2025-01-28,3519,,5,5
13578,2025-01-28,7370,,4,4
11900,2025-01-28,8615,,5,5
12296,2025-01-28,11771,,2,2
8636,2025-01-28,8065,,2,1
6622,2025-01-28,7456,,2,2
9007,2025-01-28,2819,,5,5
12166,2025-01-28,5692,,3,3
9259,2025-01-28,3145,,4,4
11849,2025-01-28,1422,,2,2
11944,2025-01-28,11297,,5,4
5306,2025-01-28,11345,,2,1
7533,2025-01-28,956,,4,5
3072,2025-01-28,6691,,5,5
9422,2025-01-28,4709,,2,1
4555,2025-01-28,248,,2,2
7832,2025-01-28,7863,,3,3
1780,2025-01-28,3137,,5,5
12518,2025-01-28,5477,,5,5
2897,2025-01-28,2883,,5,5
14116,2025-01-28,9246,,2,2
6706,2025-01-28,8576,145,5,5
9249,2025-01-28,10412,,2,2
10979,2025-01-28,1201,,5,1
13393,2025-01-28,1900,,4,5
3707,2025-01-28,2641,,5,1
9243,2025-01-28,6003,,4,2
2128,2025-01-28,6802,,2,2
4391,2025-01-28,2160,,2,1
9858,2025-01-28,10876,,2,2
4052,2025-01-28,3231,,2,2
13480,2025-01-28,9433,,2,2
10835,2025-01-28,10103,,1,2
9837,2025-01-28,10100,,2,2
9512,2025-01-28,8650,,2,1
13587,2025-01-28,9620,,2,2
5262,2025-01-28,9950,,5,5
6770,2025-01-28,11443,,1,1
7457,2025-01-28,196,,3,2
3885,2025-01-28,143,,3,4
3240,2025-01-28,5521,,4,4
9620,2025-01-28,9909,,2,2
4326,2025-01-28,8615,,2,5
12377,2025-01-28,3609,,5,5
9742,2025-01-28,12006,11772,4,1
5656,2025-01-28,3922,,1,1
13819,2025-01-28,7708,,5,5
14085,2025-01-28,6306,,2,5
12840,2025-01-28,1302,,2,5
8773,2025-01-28,1835,,5,5
5722,2025-01-28,1536,,5,5
10807,2025-01-28,5543,,2,5
1305,2025-01-28,4917,,2,2
8285,2025-01-28,8301,,5,4
5931,2025-01-28,1014,,2,2
9211,2025-01-28,1621,,2,2
4478,2025-01-28,3849,,5,5
7442,2025-01-28,2618,,5,5
13682,2025-01-28,11060,,5,5
8361,2025-01-28,1298,,4,5
10513,2025-01-28,10808,,3,3
13274,2025-01-28,11317,,5,5
6598,2025-01-28,4725,,4,4
13995,2025-01-28,2036,,5,1
8417,2025-01-28,10379,,2,2
5436,2025-01-28,7331,,5,5
4128,2025-01-28,9777,,3,5
3097,2025-01-28,4093,,5,5
12497,2025-01-28,8597,,5,5
7946,2025-01-28,597,,5,4
3544,2025-01-28,7132,,3,3
10608,2025-01-28,1740,,1,2
2078,2025-01-28,11925,,3,3
6700,2025-01-28,2629,,2,1
2621,2025-01-28,7676,,5,5
2817,2025-01-28,117,,2,2
468,2025-01-28,2509,,5,1
10309,2025-01-28,10482,,2,1
9369,2025-01-28,1717,,5,5
8390,2025-01-28,11317,,5,5
11145,2025-01-28,11060,,2,5
1457,2025-01-28,11331,,5,1
1220,2025-01-28,5722,,4,5
10686,2025-01-28,3906,,5,5
4822,2025-01-28,3737,,5,1
2350,2025-01-28,6301,,4,5
1974,2025-01-28,480,,2,1
12979,2025-01-28,9586,,5,5
13525,2025-01-28,7841,,2,2
11748,2025-01-28,1017,,5,5
6239,2025-01-28,11419,,3,5
14698,2025-01-28,11957,,2,5
14995,2025-01-28,11563,,4,5
8850,2025-01-28,4168,,1,1
2583,2025-01-28,24,,5,5
13218,2025-01-28,3412,,5,5
3275,2025-01-28,9117,,3,4
14576,2025-01-28,11309,,5,1
5591,2025-01-28,4929,,4,4
4262,2025-01-28,2340,,2,2
9486,2025-01-28,6807,,2,2
2409,2025-01-28,91,,4,5
8490,2025-01-28,8201,,2,2
1832,2025-01-28,9722,,2,1
14490,2025-01-28,5307,,2,5
6393,2025-01-28,2509,,2,2
3937,2025-01-28,7944,,3,3
5010,2025-01-28,9450,,5,1
14363,2025-01-28,1428,,2,5
9901,2025-01-28,6301,,3,3
4672,2025-01-28,5007,,2,2
2833,2025-01-28,3422,,3,5
3805,2025-01-28,10194,,3,5
12405,2025-01-28,6308,,5,1
8463,2025-01-28,2332,,5,5
9010,2025-01-28,5603,,2,2
9943,2025-01-28,12096,,4,5
1783,2025-01-28,6308,,2,2
6672,2025-01-28,9938,,2,1
13585,2025-01-28,5030,,2,2
5039,2025-01-28,4875,,2,2
11656,2025-01-28,10088,,5,5
14901,2025-01-28,9275,,4,5
2075,2025-01-28,7900,,2,5
3508,2025-01-28,9330,,5,5
12662,2025-01-28,7923,,3,5
1909,2025-01-28,2779,,3,5
6464,2025-01-28,6312,,2,4
9920,2025-01-28,6112,,5,5
12922,2025-01-28,2051,,3,3
13816,2025-01-28,9256,,1,1
13313,2025-01-28,9191,,5,5
4451,2025-01-28,9793,,5,5
3129,2025-01-28,7454,,5,5
2225,2025-01-28,11452,,5,5
6167,2025-01-28,5693,,2,2
11952,2025-01-28,9989,,5,5
4409,2025-01-28,1299,,2,2
14559,2025-01-28,4842,,5,5
5464,2025-01-28,8787,,2,1
10553,2025-01-28,1698,,4,4
7357,2025-01-28,3439,,3,3
11580,2025-01-28,10410,,5,1
2011,2025-01-28,11695,3723,2,2
12887,2025-01-28,6049,,4,4
8292,2025-01-28,10163,,2,2
13832,2025-01-28,506,,2,2
13694,2025-01-28,1299,,2,2
1514,2025-01-28,5610,,3,4
4552,2025-01-28,4889,,2,2
9981,2025-01-28,1966,,4,4
9247,2025-01-28,1805,,4,5
13192,2025-01-28,8833,,2,2
13124,2025-01-28,10947,,5,5
8297,2025-01-28,2224,,3,4
12344,2025-01-28,3816,,5,5
5627,2025-01-28,10698,,5,4
13942,2025-01-28,3156,,3,3
12656,2025-01-28,7986,,5,5
4208,2025-01-28,3708,,2,2
10512,2025-01-28,4407,,5,5
2713,2025-01-28,4536,,4,4
3430,2025-01-28,1436,,2,5
12431,2025-01-28,1808,,4,5
6353,2025-01-28,8171,,5,4
12427,2025-01-28,4271,,2,1
4070,2025-01-28,81,,2,2
1317,2025-01-28,7717,,2,2
9646,2025-01-28,7414,,5,4
9825,2025-01-28,80,,5,5
53,2025-01-28,1869,,2,1
11093,2025-01-28,3152,,5,5
6213,2025-01-28,12185,,2,2
11213,2025-01-28,9793,,5,5
8087,2025-01-28,1739,,2,5
765,2025-01-28,5881,,5,5
12052,2025-01-28,9896,,3,2
9049,2025-01-28,2447,,2,1
5479,2025-01-28,10038,,5,5
12727,2025-01-28,9272,10258,5,1
11810,2025-01-28,10802,,5,5
4917,2025-01-28,5162,,2,2
12337,2025-01-28,7127,,2,5
8368,2025-01-28,4538,,2,2
7302,2025-01-28,7788,,4,4
509,2025-01-28,8922,,2,5
9340,2025-01-28,9236,,5,5
9698,2025-01-28,8938,,4,2
6762,2025-01-28,6175,,2,1
1450,2025-01-28,4811,,5,5
11340,2025-01-28,9389,,4,5
554,2025-01-28,7457,,5,5
12470,2025-01-28,296,,3,3
6892,2025-01-28,9289,,2,5
3062,2025-01-28,10034,,2,2
3143,2025-01-28,3115,,3,3
3026,2025-01-28,3102,,4,2
11394,2025-01-28,3639,,4,5
4069,2025-01-28,2887,,2,2
12007,2025-01-28,10070,,5,5
1725,2025-01-28,7309,,2,5
12181,2025-01-28,10795,6988,2,2
5780,2025-01-28,10702,,5,1
9699,2025-01-28,8457,,4,5
4758,2025-01-28,8745,,2,1
11573,2025-01-28,2330,,2,2
7948,2025-01-28,1681,,2,2
9604,2025-01-28,1038,,2,2
7916,2025-01-28,4681,,2,5
4512,2025-01-28,11617,,2,4
8964,2025-01-28,1211,,3,3
8626,2025-01-28,1682,,5,5
10637,2025-01-28,4714,6457,1,1
6888,2025-01-28,2846,,2,2
10429,2025-01-28,7414,,3,2
3966,2025-01-28,9016,,3,5
291,2025-01-28,7900,,2,5
8737,2025-01-28,11348,,2,1
3350,2025-01-28,2984,,4,4
5584,2025-01-28,11942,,5,5
514,2025-01-28,11453,,2,2
2667,2025-01-28,9762,,2,5
1492,2025-01-28,5138,,4,4
3611,2025-01-28,6221,,1,1
11539,2025-01-28,7457,,3,5
4425,2025-01-28,3259,,3,3
10820,2025-01-28,9677,,5,5
5448,2025-01-28,11820,,2,2
651,2025-01-28,4779,,3,4
4377,2025-01-28,498,,2,5
3207,2025-01-28,10718,,2,2
12653,2025-01-28,2900,,2,5
8756,2025-01-28,2082,,3,3
14835,2025-01-28,10423,,5,1
11728,2025-01-28,9159,,5,5
4309,2025-01-28,5122,,2,2
9305,2025-01-28,7313,,2,5
5774,2025-01-28,2406,,5,5
2559,2025-01-28,863,,4,2
13628,2025-01-28,3943,,4,4
2571,2025-01-28,8178,,1,1
14617,2025-01-28,11737,,2,2
11747,2025-01-28,6712,,5,4
8673,2025-01-28,7045,,5,5
9993,2025-01-28,12237,,4,5
11118,2025-01-28,7987,,4,5
129,2025-01-28,1762,,3,3
430,2025-01-28,5450,,5,5
884,2025-01-28,9289,,4,5
12847,2025-01-28,10898,,3,5
14233,2025-01-28,9796,,2,1
1865,2025-01-28,1027,,2,2
1706,2025-01-28,9272,1700,1,1
5343,2025-01-28,1137,,2,2
14932,2025-01-28,6171,,2,5
14752,2025-01-28,1925,,3,5
11721,2025-01-28,4902,,2,2
5382,2025-01-28,7127,,5,5
12753,2025-01-28,5889,,4,4
12515,2025-01-28,9429,,4,5
1484,2025-01-28,4549,,5,5
6906,2025-01-28,5610,,5,1
9297,2025-01-28,11598,,2,2
10655,2025-01-28,2439,,5,5
12295,2025-01-28,599,,2,1
3085,2025-01-28,7107,,4,2
4969,2025-01-28,74,,2,1
11053,2025-01-28,844,,2,4
2549,2025-01-28,3572,,2,5
5472,2025-01-28,8805,,5,5
7993,2025-01-28,11208,,2,5
13338,2025-01-28,9272,9682,5,1
13475,2025-01-28,10407,,2,2
6020,2025-01-28,7127,,2,5
7651,2025-01-28,5247,,2,2
5726,2025-01-28,5448,5909,1,1
6374,2025-01-28,9963,,5,1
11405,2025-01-28,5042,,2,2
7760,2025-01-28,11989,,1,2
2614,2025-01-28,729,,4,5
3851,2025-01-28,3487,,2,2
6160,2025-01-28,5734,,2,2
14493,2025-01-28,1599,,2,5
9566,2025-01-28,5766,,2,5
7486,2025-01-28,7489,,5,5
11959,2025-01-28,3440,,2,1
13438,2025-01-28,4737,,4,5
10296,2025-01-28,1418,,2,2
11335,2025-01-28,6074,,3,5
11794,2025-01-28,1380,,2,5
10963,2025-01-28,2984,,3,5
9822,2025-01-28,10363,,2,5
4921,2025-01-28,4754,,5,1
13193,2025-01-28,2900,,5,5
13711,2025-01-28,10591,,2,5
4142,2025-01-28,3472,,2,5
11077,2025-01-28,9734,,4,5
8783,2025-01-28,6001,,2,2
12686,2025-01-28,4907,,2,2
6155,2025-01-28,7064,,3,5
2502,2025-01-28,2160,,4,2
4318,2025-01-28,932,,2,5
5852,2025-01-28,11,,2,2
13680,2025-01-28,6069,,2,2
12079,2025-01-28,10045,,5,5
5816,2025-01-28,9417,,5,5
11100,2025-01-28,12225,,5,5
8635,2025-01-28,8068,,3,3
11848,2025-01-28,9815,,5,5
11076,2025-01-28,9238,,5,5
1508,2025-01-28,8261,,2,5
8724,2025-01-28,5103,,2,5
2154,2025-01-28,5238,,2,5
12388,2025-01-28,7492,,2,2
9324,2025-01-28,6414,,2,1
1838,2025-01-28,9510,,5,5
8199,2025-01-28,5257,,3,3
436,2025-01-28,9272,3453,1,1
434,2025-01-28,8089,,4,4
13981,2025-01-28,631,,4,2
11676,2025-01-28,1842,,2,1
6091,2025-01-28,4665,,2,5
10161,2025-01-28,7379,,2,2
1007,2025-01-28,11174,,5,5
5805,2025-01-28,9080,,2,5
8197,2025-01-28,959,,2,5
4290,2025-01-28,5851,,5,1
9035,2025-01-28,1737,,5,5
12488,2025-01-28,7737,9810,4,4
7505,2025-01-28,36,,2,2
9964,2025-01-28,9238,,3,4
8757,2025-01-28,7222,,2,2
6667,2025-01-28,863,,2,2
7298,2025-01-28,9982,,2,2
1132,2025-01-28,2704,,2,5
1520,2025-01-28,1412,,2,2
11702,2025-01-28,927,,5,5
13086,2025-01-28,10649,,2,2
13427,2025-01-28,2194,,1,1
10956,2025-01-28,8226,,2,2
3264,2025-01-28,3964,,2,2
8065,2025-01-28,9638,,2,2
3890,2025-01-28,4150,,2,5
4313,2025-01-28,4796,,5,5
8655,2025-01-28,11,,2,5
14010,2025-01-28,7127,,5,5
14518,2025-01-28,2153,,2,5
3314,2025-01-28,11722,,3,3
12198,2025-01-28,9584,,4,5
14816,2025-01-28,3239,,5,5
1151,2025-01-28,10775,,4,4
1232,2025-01-28,9272,8084,5,1
12294,2025-01-28,8858,5338,2,2
10091,2025-01-28,7939,,2,1
1001,2025-01-28,328,,5,5
11528,2025-01-28,3015,,2,2
3596,2025-01-28,10713,,3,5
11765,2025-01-28,2750,,2,5
5450,2025-01-28,7937,,2,5
9185,2025-01-28,7528,,5,5
8232,2025-01-28,9881,,3,5
7343,2025-01-28,1843,,5,5
4450,2025-01-28,10450,,2,5
10332,2025-01-28,449,,5,5
13409,2025-01-28,8056,,5,5
7532,2025-01-28,11293,,5,5
13128,2025-01-28,9602,,2,2
10127,2025-01-28,8000,,2,2
5359,2025-01-28,2044,,2,2
4296,2025-01-28,939,,5,5
12155,2025-01-28,2846,,4,4
13471,2025-01-28,9077,,5,4
2084,2025-01-28,12181,,5,5
11809,2025-01-28,5117,,2,2
8,2025-01-28,412,,4,4
5092,2025-01-28,9680,,2,2
2602,2025-01-28,9731,,4,4
1554,2025-01-28,4913,,2,2
13406,2025-01-28,11664,,4,2
12067,2025-01-28,5714,,1,1
14794,2025-01-28,9238,,5,5
14421,2025-01-28,1660,,2,2
4031,2025-01-28,2764,,2,5
1063,2025-01-28,9272,10561,5,1
9478,2025-01-28,5584,,5,1
9881,2025-01-28,6517,,2,2
6369,2025-01-28,5776,,5,1
2421,2025-01-28,5580,,3,5
8572,2025-01-28,4556,,2,2
12072,2025-01-28,11187,,2,2
11386,2025-01-28,8674,,4,4
