id,created_at,author_id,in_reply_to_user_id,likert_scale_Q1,likert_scale_Q2,likert_scale_Q3
5628,2025-05-24,3869,,5,3,3
6080,2025-05-24,2213,,5,3,3
4564,2025-05-24,2556,,1,3,3
6145,2025-05-24,4228,,3,3,5
6140,2025-05-24,1657,,3,3,4
3612,2025-05-24,1613,,3,3,3
4057,2025-05-24,4452,,3,3,5
3571,2025-05-24,2710,,3,3,3
1991,2025-05-24,1558,,3,3,2
3693,2025-05-24,6759,,3,3,4
2362,2025-05-24,3744,,1,1,1
5367,2025-05-24,2974,,3,3,3
3896,2025-05-24,5618,,3,3,4
6504,2025-05-24,6318,6947,5,4,4
703,2025-05-24,1406,,1,1,1
3130,2025-05-24,5153,,3,3,3
3890,2025-05-24,1313,,3,3,3
6765,2025-05-24,3255,,4,3,5
3596,2025-05-24,4088,,1,1,1
3824,2025-05-24,134,,3,3,3
438,2025-05-24,6188,,1,1,1
1198,2025-05-24,3287,,3,3,5
3872,2025-05-24,5828,,3,3,3
6806,2025-05-24,4736,2558,5,3,5
2936,2025-05-24,123,,3,3,4
1701,2025-05-24,1767,,1,1,1
4978,2025-05-24,7037,,3,3,3
3657,2025-05-24,4818,4818,4,5,5
2388,2025-05-24,2232,,3,3,3
5977,2025-05-24,2603,,3,3,2
2238,2025-05-24,4237,,1,1,1
6090,2025-05-24,5441,,3,3,3
1606,2025-05-24,5226,,5,4,5
2865,2025-05-24,5069,,3,3,3
4474,2025-05-24,7157,,3,3,3
5299,2025-05-24,3999,,3,3,3
5160,2025-05-24,6151,,1,1,1
424,2025-05-24,5268,,1,3,1
1285,2025-05-24,5554,,3,3,3
6490,2025-05-24,1987,,3,3,1
2586,2025-05-24,688,,3,3,3
3434,2025-05-24,3124,,3,3,3
76,2025-05-24,930,,3,3,3
1976,2025-05-24,6186,,3,3,3
4192,2025-05-24,6118,,1,1,1
1807,2025-05-24,5347,,3,3,3
6590,2025-05-24,6605,,1,1,1
3676,2025-05-24,2402,,1,1,1
3193,2025-05-24,6304,,1,3,1
6097,2025-05-24,181,,5,3,3
830,2025-05-24,1104,,1,3,1
4200,2025-05-24,6403,,3,3,3
2895,2025-05-24,4225,,3,3,3
40,2025-05-24,6546,,1,3,3
500,2025-05-24,3258,,3,3,3
4025,2025-05-24,1066,,1,3,1
1067,2025-05-24,7087,,1,1,1
1087,2025-05-24,5379,4304,3,3,2
1794,2025-05-24,1382,,1,3,1
4364,2025-05-24,486,,3,3,3
5720,2025-05-24,7073,,3,3,3
5347,2025-05-24,5887,,3,3,3
6176,2025-05-24,2726,,1,1,1
2868,2025-05-24,6961,,1,3,1
5993,2025-05-24,3893,,3,3,3
888,2025-05-24,3839,,1,3,3
6834,2025-05-24,5599,,1,3,1
6573,2025-05-24,5625,,1,3,1
1702,2025-05-24,3800,,1,3,3
5054,2025-05-24,4918,,3,3,3
779,2025-05-24,97,,1,3,1
2982,2025-05-24,3170,2027,3,3,3
1517,2025-05-24,1608,,1,3,1
3664,2025-05-24,5865,,3,3,4
4008,2025-05-24,142,,1,3,1
6247,2025-05-24,2740,,1,3,1
6975,2025-05-24,3397,,1,3,3
2683,2025-05-24,657,,1,3,1
3677,2025-05-24,4959,,1,1,1
2425,2025-05-24,4694,,1,3,1
3871,2025-05-24,6718,,1,3,1
2820,2025-05-24,2156,,1,3,3
1292,2025-05-24,640,,1,3,1
1642,2025-05-24,7219,,1,3,1
5803,2025-05-24,4992,,5,3,5
4336,2025-05-24,90,,3,3,3
6317,2025-05-24,4153,,1,3,1
966,2025-05-24,6315,,1,3,3
1202,2025-05-24,2761,,3,3,3
5730,2025-05-24,6984,,1,3,1
6554,2025-05-24,6014,,3,3,3
4970,2025-05-24,5773,,3,3,2
3068,2025-05-24,7003,,3,3,2
1357,2025-05-24,5799,,5,2,5
1867,2025-05-24,5198,,4,4,3
2762,2025-05-24,6215,,1,3,1
1175,2025-05-24,1060,,3,3,3
249,2025-05-24,4576,,1,3,1
6715,2025-05-24,6434,,1,3,3
6019,2025-05-24,1828,,1,3,1
6236,2025-05-24,1255,,3,3,3
1301,2025-05-24,6434,,1,3,1
1347,2025-05-24,2999,,1,3,1
1271,2025-05-24,254,,3,3,2
2880,2025-05-24,4265,,5,3,3
331,2025-05-24,2943,,1,3,3
916,2025-05-24,6634,,3,3,3
2631,2025-05-24,5231,,5,3,5
2573,2025-05-24,1825,,1,3,3
248,2025-05-24,2802,,5,5,5
5718,2025-05-24,538,,3,3,3
297,2025-05-24,4633,,3,3,3
4942,2025-05-24,2958,,1,3,1
4536,2025-05-24,6284,,1,1,1
1533,2025-05-24,859,,1,1,1
6154,2025-05-24,5094,,3,3,3
198,2025-05-24,5917,3038,5,3,2
3769,2025-05-24,3750,,1,3,1
232,2025-05-24,4765,,2,2,2
5586,2025-05-24,6124,,5,3,5
6856,2025-05-24,3101,,2,3,1
613,2025-05-24,1203,,1,3,1
1481,2025-05-24,3029,,1,3,1
1955,2025-05-24,5381,,3,3,5
5020,2025-05-24,4683,,5,3,5
4508,2025-05-24,2612,,1,1,1
2350,2025-05-24,317,,1,3,1
6088,2025-05-24,1706,,1,3,1
5028,2025-05-24,3912,,1,1,1
5952,2025-05-24,4329,,3,3,3
3056,2025-05-24,1962,1962,4,4,5
1283,2025-05-24,3972,,3,3,3
2816,2025-05-24,6837,,3,3,2
3766,2025-05-24,1306,,3,3,3
1013,2025-05-24,6224,,1,3,1
2295,2025-05-24,1240,,3,3,3
1595,2025-05-24,4079,4995,1,1,1
6511,2025-05-24,5508,,3,3,3
6872,2025-05-24,2916,,1,3,3
869,2025-05-24,435,814,4,3,4
5380,2025-05-24,2510,,3,3,3
6633,2025-05-24,4506,,3,3,2
3378,2025-05-24,6605,,3,3,3
4680,2025-05-24,6116,,5,3,3
3647,2025-05-24,695,,3,3,3
4565,2025-05-24,3248,,1,3,1
631,2025-05-24,5660,,1,3,1
5597,2025-05-24,3069,,3,3,2
1061,2025-05-24,7026,,1,3,1
243,2025-05-24,6161,,1,3,3
210,2025-05-24,868,,3,3,3
4668,2025-05-24,5070,,1,3,1
985,2025-05-24,6161,,1,3,1
1914,2025-05-24,6474,,1,1,1
3572,2025-05-24,3593,,3,3,3
5022,2025-05-24,212,,1,3,1
2626,2025-05-24,7111,,3,3,3
2407,2025-05-24,4272,,5,3,3
3621,2025-05-24,3595,,3,3,3
2440,2025-05-24,1058,5735,5,5,5
1392,2025-05-24,5320,,1,3,1
658,2025-05-24,3485,,3,3,3
4902,2025-05-24,3609,,5,3,3
6858,2025-05-24,4881,,3,3,3
1463,2025-05-24,740,,3,3,3
2567,2025-05-24,212,,3,3,3
3189,2025-05-24,4459,,1,1,1
4195,2025-05-24,6067,,3,3,3
6415,2025-05-24,676,,3,3,3
5429,2025-05-24,1245,,3,3,3
6384,2025-05-24,2517,,3,3,3
1179,2025-05-24,740,,1,3,1
1040,2025-05-24,1132,,3,3,2
945,2025-05-24,1238,,1,3,1
2077,2025-05-24,2280,2971,3,3,4
2545,2025-05-24,35,,1,3,3
4460,2025-05-24,5736,,1,3,1
1810,2025-05-24,5660,,1,3,1
6396,2025-05-24,7083,,1,1,1
5062,2025-05-24,1728,,1,1,1
5212,2025-05-24,6471,,3,3,3
2124,2025-05-24,4742,,4,3,5
365,2025-05-24,1858,,1,3,1
6194,2025-05-24,7063,,1,3,1
6028,2025-05-24,6286,,1,3,3
5244,2025-05-24,5354,,1,3,3
6784,2025-05-24,496,,1,3,1
3482,2025-05-24,1021,7169,3,3,3
926,2025-05-24,4349,,3,3,2
3063,2025-05-24,2102,,1,3,3
4987,2025-05-24,6187,,1,3,3
573,2025-05-24,2787,,1,3,1
946,2025-05-24,7006,,3,3,3
6264,2025-05-24,6394,,3,3,3
5474,2025-05-24,5596,,5,5,2
6720,2025-05-24,3300,,5,3,3
3294,2025-05-24,4813,,3,3,3
3166,2025-05-24,2568,,3,3,3
2420,2025-05-24,5181,,3,3,3
4964,2025-05-24,3216,,3,3,3
6099,2025-05-24,737,,1,1,1
4864,2025-05-24,503,,3,3,3
2580,2025-05-24,7006,,1,3,1
3828,2025-05-24,2332,,4,3,4
6355,2025-05-24,6467,,2,2,2
2869,2025-05-24,2192,,3,3,3
5762,2025-05-24,2492,,3,3,3
2154,2025-05-24,231,,3,3,3
6936,2025-05-24,193,,5,3,5
1069,2025-05-24,6601,,3,3,3
1470,2025-05-24,944,,1,1,1
4666,2025-05-24,5862,,5,3,3
5228,2025-05-24,5643,,5,3,3
1216,2025-05-24,4297,,1,3,3
6052,2025-05-24,6963,,3,2,4
693,2025-05-24,3028,,3,3,3
4202,2025-05-24,29,,1,1,1
4580,2025-05-24,2904,,3,3,3
6875,2025-05-24,1695,,1,3,1
5591,2025-05-24,3473,,1,3,1
5316,2025-05-24,1193,,1,1,2
6134,2025-05-24,1395,,3,3,2
4708,2025-05-24,4050,,1,3,3
2639,2025-05-24,4595,,3,3,3
1327,2025-05-24,2613,1662,5,4,5
3340,2025-05-24,4340,5953,2,2,2
468,2025-05-24,360,,3,3,3
3799,2025-05-24,3683,,3,3,3
490,2025-05-24,4118,,3,3,3
1962,2025-05-24,2352,,1,2,2
2961,2025-05-24,2262,,1,1,1
1132,2025-05-24,2953,,5,3,3
6802,2025-05-24,2613,6374,5,4,5
2515,2025-05-24,773,,3,3,3
2909,2025-05-24,1086,,1,1,2
227,2025-05-24,431,,5,5,5
1802,2025-05-24,6496,,1,3,3
6205,2025-05-24,4288,,3,3,3
6425,2025-05-24,3745,,4,4,5
6272,2025-05-24,4013,,3,3,3
5594,2025-05-24,3279,,5,5,5
3788,2025-05-24,5686,5686,4,3,4
6722,2025-05-24,5044,,1,1,1
6918,2025-05-24,763,,1,3,3
10,2025-05-24,2264,,1,1,1
431,2025-05-24,6483,,3,3,4
2479,2025-05-24,4513,,3,3,3
2561,2025-05-24,5202,,2,3,2
5945,2025-05-24,1856,,1,3,3
2907,2025-05-24,1323,6230,3,3,3
568,2025-05-24,704,,1,3,1
4393,2025-05-24,1181,,5,5,5
5063,2025-05-24,3234,,3,3,3
621,2025-05-24,3352,,3,3,3
3236,2025-05-24,6647,,3,3,3
1555,2025-05-24,5810,,1,1,1
3947,2025-05-24,2389,,1,3,1
5668,2025-05-24,2461,,1,1,1
5584,2025-05-24,1441,,1,1,1
3222,2025-05-24,4997,,5,3,3
6976,2025-05-24,980,,3,3,3
2795,2025-05-24,3110,,2,2,2
864,2025-05-24,550,,5,4,5
2817,2025-05-24,2804,,1,1,1
5606,2025-05-24,2125,,3,3,2
2196,2025-05-24,3856,,1,3,1
4568,2025-05-24,5845,,3,3,2
115,2025-05-24,786,,5,5,5
1009,2025-05-24,611,,1,3,3
4130,2025-05-24,4308,,3,3,3
1017,2025-05-24,2055,,1,1,1
6641,2025-05-24,4165,,3,3,3
3658,2025-05-24,3913,,3,3,3
411,2025-05-24,461,,1,3,3
3218,2025-05-24,3826,,1,3,1
1676,2025-05-24,716,,1,3,1
868,2025-05-24,7161,,1,1,1
4167,2025-05-24,6038,725,4,3,5
2011,2025-05-24,3019,,1,1,1
2347,2025-05-24,344,,1,3,1
4985,2025-05-24,2993,,5,3,3
2454,2025-05-24,2758,,3,3,3
5274,2025-05-24,4688,,3,3,3
6891,2025-05-24,198,,5,5,5
752,2025-05-24,4874,,3,3,3
4647,2025-05-24,1447,,5,3,3
3092,2025-05-24,670,,1,3,1
5408,2025-05-24,1576,,1,1,1
6968,2025-05-24,716,,3,3,3
3251,2025-05-24,5635,1352,3,3,3
2226,2025-05-24,3359,,3,3,3
4934,2025-05-24,4574,,1,3,1
4189,2025-05-24,1470,,3,3,3
5530,2025-05-24,1520,,1,3,1
4377,2025-05-24,12,,1,1,1
6570,2025-05-24,1149,,1,1,1
765,2025-05-24,3775,,1,3,1
6383,2025-05-24,6819,,1,1,1
2963,2025-05-24,4109,5732,4,3,3
1884,2025-05-24,6963,,4,4,4
6314,2025-05-24,7225,,1,3,3
4661,2025-05-24,5911,,3,3,3
3984,2025-05-24,6687,,1,1,1
1662,2025-05-24,2618,,1,1,1
407,2025-05-24,2886,,1,3,1
2267,2025-05-24,586,,2,3,2
6339,2025-05-24,4617,,3,3,3
651,2025-05-24,4414,,1,3,1
1066,2025-05-24,2864,,3,3,3
2830,2025-05-24,5495,,1,3,1
214,2025-05-24,2956,,5,2,5
1139,2025-05-24,4029,1653,2,3,2
5565,2025-05-24,1091,,4,4,5
2859,2025-05-24,2531,,1,3,3
318,2025-05-24,5030,4907,1,3,2
2053,2025-05-24,6522,,3,3,3
1910,2025-05-24,4695,,5,4,4
1355,2025-05-24,6737,5864,3,3,5
6582,2025-05-24,6604,,1,1,1
4224,2025-05-24,5656,,5,3,4
4034,2025-05-24,3025,2208,3,3,3
4631,2025-05-24,4619,,3,3,3
6262,2025-05-24,5597,,3,3,3
2707,2025-05-24,1928,,5,5,5
1164,2025-05-24,6329,,1,3,1
2448,2025-05-24,3367,,3,3,3
2461,2025-05-25,4903,,3,3,3
4763,2025-05-25,3449,4525,5,5,5
5760,2025-05-25,2381,,3,3,3
2466,2025-05-25,922,,1,3,3
2813,2025-05-25,3560,,3,3,3
1634,2025-05-25,5870,,3,3,3
4188,2025-05-25,601,,1,3,3
970,2025-05-25,2509,7249,4,2,2
216,2025-05-25,420,,3,3,1
1616,2025-05-25,1519,,3,3,3
3525,2025-05-25,6492,,1,3,1
6294,2025-05-25,2335,,3,3,3
6389,2025-05-25,3855,,5,5,5
127,2025-05-25,2023,,3,3,3
3901,2025-05-25,131,,1,3,1
5008,2025-05-25,459,,3,3,3
339,2025-05-25,444,,3,3,3
4097,2025-05-25,336,,3,3,3
3470,2025-05-25,799,,1,1,1
5249,2025-05-25,1219,,3,3,3
4077,2025-05-25,2876,,1,1,1
177,2025-05-25,73,,4,3,3
2669,2025-05-25,5726,,2,3,2
429,2025-05-25,416,,1,3,1
3637,2025-05-25,6263,,1,3,1
5765,2025-05-25,3705,,1,1,1
5348,2025-05-25,1994,,3,3,4
3554,2025-05-25,3773,,3,3,3
4552,2025-05-25,7151,,3,3,3
3977,2025-05-25,1888,572,3,3,3
5170,2025-05-25,1268,,5,5,5
1639,2025-05-25,6390,,5,5,4
3627,2025-05-25,3237,,1,3,1
3398,2025-05-25,3197,,1,1,1
5251,2025-05-25,1888,572,3,3,4
1310,2025-05-25,5644,,3,3,3
1727,2025-05-25,2302,,3,3,3
3273,2025-05-25,261,,1,1,1
607,2025-05-25,3445,,1,3,1
5835,2025-05-25,5345,6442,3,3,3
595,2025-05-25,5774,,1,3,1
4586,2025-05-25,2081,,3,3,3
116,2025-05-25,5867,,3,3,3
3064,2025-05-25,7099,,5,3,5
720,2025-05-25,6369,,3,3,3
1505,2025-05-25,2211,8,5,5,5
1082,2025-05-25,4537,,3,3,3
51,2025-05-25,1038,7249,3,3,3
5445,2025-05-25,2424,,1,3,1
6468,2025-05-25,673,,3,3,3
2190,2025-05-25,4851,,3,3,3
3689,2025-05-25,2841,1250,1,3,1
153,2025-05-25,5474,,1,1,1
4906,2025-05-25,2545,,3,3,3
5524,2025-05-25,3330,,3,3,3
1270,2025-05-25,1972,,4,3,5
4361,2025-05-25,5026,,5,5,5
4412,2025-05-25,365,,3,3,3
5174,2025-05-25,5645,,2,3,2
4903,2025-05-25,4386,,1,1,1
5178,2025-05-25,6459,2866,5,4,4
5088,2025-05-25,4300,,2,3,2
2745,2025-05-25,4190,,3,3,3
3088,2025-05-25,4056,,1,1,1
5935,2025-05-25,1065,,3,3,3
3054,2025-05-25,5598,,1,1,1
3171,2025-05-25,5669,2362,5,4,4
2192,2025-05-25,1738,,1,1,1
4578,2025-05-25,2761,,1,1,1
5983,2025-05-25,5951,,1,3,1
4790,2025-05-25,3007,,1,1,1
4424,2025-05-25,630,,1,1,1
300,2025-05-25,1196,,1,1,1
1115,2025-05-25,5884,,1,1,1
1957,2025-05-25,595,,3,3,3
4351,2025-05-25,6659,,3,3,3
3916,2025-05-25,3771,,3,3,3
4769,2025-05-25,5100,,5,3,5
3535,2025-05-25,15,,4,3,5
337,2025-05-25,6830,,1,1,1
2375,2025-05-25,2444,,3,3,3
4702,2025-05-25,6563,,2,3,2
13,2025-05-25,5654,,3,3,3
5817,2025-05-25,4379,,3,3,3
2010,2025-05-25,6734,,3,3,3
977,2025-05-25,1075,,1,1,1
5029,2025-05-25,5380,,3,3,3
6461,2025-05-25,5886,2040,5,3,5
6406,2025-05-25,3607,,1,1,1
4876,2025-05-25,6098,,3,4,5
6605,2025-05-25,2636,,3,3,3
2552,2025-05-25,6930,,3,3,3
4555,2025-05-25,4691,,5,2,1
1733,2025-05-25,6800,,3,3,2
1765,2025-05-25,4106,,3,3,3
616,2025-05-25,3100,,3,3,3
4547,2025-05-25,5503,,4,4,3
483,2025-05-25,3365,,3,3,2
5454,2025-05-25,6019,,1,1,1
3421,2025-05-25,1265,,1,3,1
2861,2025-05-25,3378,,3,3,3
3800,2025-05-25,5979,2757,2,2,5
336,2025-05-25,5222,,5,4,5
2328,2025-05-25,4888,,5,2,1
4867,2025-05-25,6011,,3,3,2
5872,2025-05-25,6578,,3,3,3
472,2025-05-25,3348,,3,3,3
832,2025-05-25,893,2034,3,3,3
5202,2025-05-25,3478,,3,3,3
5106,2025-05-25,3160,,5,3,5
5627,2025-05-25,5187,,3,3,3
1320,2025-05-25,3217,,5,2,1
2756,2025-05-25,6778,,3,3,3
3544,2025-05-25,6345,,1,1,1
171,2025-05-25,6915,,1,1,1
2136,2025-05-25,4352,,3,3,3
3048,2025-05-25,1080,,1,3,3
6958,2025-05-25,4352,,1,3,3
6606,2025-05-25,5672,,4,5,4
537,2025-05-25,775,,3,3,2
3120,2025-05-25,5766,,3,3,3
5147,2025-05-25,1380,,5,2,1
3260,2025-05-25,4275,,1,1,1
5638,2025-05-25,1061,,1,3,1
49,2025-05-25,3768,,3,3,3
1791,2025-05-25,510,,1,3,1
1516,2025-05-25,7235,,3,3,3
2424,2025-05-25,2957,,3,3,3
4170,2025-05-25,2627,,3,3,3
92,2025-05-25,6746,,3,3,4
2128,2025-05-25,1370,,3,3,3
4159,2025-05-25,6448,,1,3,1
2990,2025-05-25,2239,,1,1,1
602,2025-05-25,3065,5212,3,3,3
5556,2025-05-25,6439,,4,3,5
4716,2025-05-25,272,,1,3,3
950,2025-05-25,2153,,1,3,1
3237,2025-05-25,5484,,5,2,5
5271,2025-05-25,2620,,3,3,3
6181,2025-05-25,1237,,1,1,1
6519,2025-05-25,1456,,3,3,3
5430,2025-05-25,2571,,3,3,3
1122,2025-05-25,4341,,4,5,4
5973,2025-05-25,768,,3,3,3
1233,2025-05-25,369,,1,3,3
4882,2025-05-25,6495,,3,3,3
3074,2025-05-25,5188,,3,3,3
1833,2025-05-25,3955,,2,3,2
823,2025-05-25,4287,,3,3,3
1413,2025-05-25,5811,,3,3,3
1568,2025-05-25,6089,,3,3,3
5142,2025-05-25,5077,,3,3,3
1688,2025-05-25,72,,1,3,3
3840,2025-05-25,3228,,5,4,5
586,2025-05-25,3417,,5,4,5
3266,2025-05-25,366,,4,5,4
6855,2025-05-25,3351,,1,3,3
6025,2025-05-25,2382,,1,3,3
1540,2025-05-25,4110,,3,3,2
6407,2025-05-25,2639,,3,3,3
3577,2025-05-25,1669,,1,1,1
16,2025-05-25,4381,,1,3,3
6571,2025-05-25,5120,4861,5,3,5
1312,2025-05-25,2271,,5,5,5
2063,2025-05-25,4636,2370,5,3,2
1679,2025-05-25,759,706,3,1,2
3764,2025-05-25,7036,,1,3,1
5133,2025-05-25,5427,,3,3,3
5964,2025-05-25,3960,3788,1,1,1
5010,2025-05-25,1822,,1,1,1
820,2025-05-25,5460,,4,3,3
3004,2025-05-25,7253,,2,3,2
3655,2025-05-25,3755,,3,3,3
4576,2025-05-25,4435,232,2,2,2
982,2025-05-25,3934,,3,3,3
1277,2025-05-25,46,46,3,3,3
1576,2025-05-25,6588,,1,1,1
3715,2025-05-25,4260,,3,3,3
3400,2025-05-25,2903,5472,5,3,5
391,2025-05-25,5836,,4,3,4
1329,2025-05-25,1287,,3,3,3
3708,2025-05-25,5661,,3,3,3
2358,2025-05-25,964,,1,1,1
292,2025-05-25,5179,,1,3,1
4841,2025-05-25,6204,,3,3,3
5867,2025-05-25,3408,7052,3,3,2
541,2025-05-25,3413,,5,3,4
921,2025-05-25,846,,3,3,3
5014,2025-05-25,7090,,3,3,3
3204,2025-05-25,143,265,5,5,5
4255,2025-05-25,886,,3,3,4
3355,2025-05-25,4001,,3,3,3
2453,2025-05-25,4527,,1,1,1
665,2025-05-25,1556,,3,3,3
242,2025-05-25,683,,3,3,4
5948,2025-05-25,3232,,3,3,3
6346,2025-05-25,6333,,3,3,3
6678,2025-05-25,177,,3,3,3
4026,2025-05-25,5482,4378,3,3,3
4447,2025-05-25,4256,,1,1,1
3685,2025-05-25,2952,,1,3,1
4419,2025-05-25,705,,3,3,4
2730,2025-05-25,2025,,3,3,3
6620,2025-05-25,5743,,5,2,1
1345,2025-05-25,5915,,3,3,3
1530,2025-05-25,2257,,3,3,3
3860,2025-05-25,5858,6271,3,3,2
6540,2025-05-25,787,,3,3,3
1582,2025-05-25,5802,,3,3,3
3691,2025-05-25,4991,,3,3,3
1861,2025-05-25,2016,,3,3,3
299,2025-05-25,5263,3582,3,3,4
3625,2025-05-25,4444,,3,3,3
557,2025-05-25,5692,1789,2,2,2
1436,2025-05-25,1534,,3,3,3
1394,2025-05-25,2447,,1,3,3
5158,2025-05-25,5440,,3,3,3
1021,2025-05-25,3723,,3,3,3
3195,2025-05-25,5922,,3,3,3
3446,2025-05-25,2879,,3,3,3
6453,2025-05-25,6960,,3,3,3
5744,2025-05-25,1611,1611,3,3,4
6881,2025-05-25,5495,,3,3,3
6495,2025-05-25,3320,,3,3,3
6728,2025-05-25,4873,,3,3,3
2356,2025-05-25,421,,3,3,3
4789,2025-05-25,5121,,3,3,3
3110,2025-05-25,2002,6726,2,3,2
5741,2025-05-25,6037,,3,3,3
860,2025-05-25,2285,,3,3,3
4241,2025-05-25,6304,,4,3,3
3628,2025-05-25,6813,,3,3,5
3835,2025-05-25,4280,,3,3,3
1435,2025-05-25,6650,,3,3,3
140,2025-05-25,5664,,1,3,1
4401,2025-05-25,2540,,4,4,5
1424,2025-05-25,6697,,3,3,3
3173,2025-05-25,1522,,1,3,1
1551,2025-05-25,4810,,3,3,3
6874,2025-05-25,2179,,3,3,3
1954,2025-05-25,6043,,3,3,3
2272,2025-05-25,3056,,3,3,3
3484,2025-05-25,4022,,3,3,3
1491,2025-05-25,892,,1,3,3
1745,2025-05-25,6547,,3,3,3
2894,2025-05-25,63,,3,3,3
5717,2025-05-25,6549,,3,3,3
2576,2025-05-25,3440,,3,3,5
1146,2025-05-25,4195,,3,3,3
4542,2025-05-25,2675,,3,3,3
1299,2025-05-25,937,,3,3,3
4218,2025-05-25,1454,,3,3,3
6343,2025-05-25,5759,,5,3,4
1694,2025-05-25,7114,,3,3,3
221,2025-05-25,3349,,3,3,3
4801,2025-05-25,248,,5,5,5
3649,2025-05-25,3337,,3,3,3
381,2025-05-25,6854,,5,2,1
2697,2025-05-25,895,,5,5,5
5707,2025-05-25,5425,,1,3,1
523,2025-05-25,1713,,3,3,3
4395,2025-05-25,4656,,3,5,3
143,2025-05-25,393,,3,3,3
6204,2025-05-25,4796,5926,1,1,2
3598,2025-05-25,4790,,3,3,3
2102,2025-05-25,1748,,2,3,2
4886,2025-05-25,6407,,1,3,1
293,2025-05-25,5866,,3,3,3
6069,2025-05-25,5518,,3,3,3
6253,2025-05-25,5394,,1,3,1
4315,2025-05-25,2625,,3,3,3
2850,2025-05-25,5048,,5,5,5
5979,2025-05-25,507,,5,2,1
3888,2025-05-25,5150,,3,3,5
1487,2025-05-25,6446,,1,1,1
4771,2025-05-25,1783,,3,3,3
5691,2025-05-25,2613,6293,5,4,5
5058,2025-05-25,7021,,3,3,3
1178,2025-05-25,6129,,3,3,3
6492,2025-05-25,2914,,3,3,5
1282,2025-05-25,6015,,5,3,5
3181,2025-05-25,5235,,2,2,1
2098,2025-05-25,3342,,1,1,1
1781,2025-05-25,5023,,3,3,3
5278,2025-05-25,2142,,5,5,5
1526,2025-05-25,5353,,3,3,3
3844,2025-05-25,2203,,3,3,3
52,2025-05-25,5791,,3,3,3
5001,2025-05-25,3400,,1,3,1
4111,2025-05-25,5138,,5,5,5
2064,2025-05-25,4331,,3,3,3
3185,2025-05-25,187,,1,1,1
1503,2025-05-25,5079,,3,3,5
4993,2025-05-25,19,,2,3,2
922,2025-05-25,5617,,3,3,3
3898,2025-05-25,1311,,3,3,3
2184,2025-05-25,4144,,3,3,3
3243,2025-05-25,5050,2000,3,3,2
1664,2025-05-25,958,,3,3,3
5209,2025-05-25,5558,,3,3,3
6734,2025-05-25,2153,,3,3,3
6967,2025-05-25,6252,,3,3,3
3645,2025-05-25,462,,3,3,3
118,2025-05-25,7241,,3,3,3
4383,2025-05-25,7129,,3,3,3
2676,2025-05-25,7013,,3,3,3
4501,2025-05-25,1838,7041,3,3,3
3925,2025-05-25,144,,3,3,3
3418,2025-05-25,5254,,3,3,3
2611,2025-05-25,3457,,3,3,3
480,2025-05-25,3566,,1,3,3
1913,2025-05-25,3436,,5,3,5
2918,2025-05-25,1305,139,3,3,1
3994,2025-05-25,4850,6006,4,3,4
6229,2025-05-25,6108,,3,3,3
6279,2025-05-25,6114,,3,3,3
4067,2025-05-25,3085,,3,3,3
998,2025-05-25,1667,,3,3,3
2849,2025-05-25,3061,,5,5,5
2954,2025-05-25,4542,410,2,3,5
6424,2025-05-25,2386,,3,3,3
5050,2025-05-25,1063,5817,5,3,5
906,2025-05-25,3661,,3,3,3
736,2025-05-25,5889,,4,3,3
4018,2025-05-25,3904,,5,2,1
3046,2025-05-25,6779,,5,5,5
2345,2025-05-25,3766,,3,3,3
4276,2025-05-25,3760,,2,2,2
2169,2025-05-25,7053,,3,3,3
6819,2025-05-25,587,,4,3,3
6940,2025-05-25,1591,,3,3,3
3552,2025-05-25,2368,,4,3,3
6432,2025-05-25,6681,1090,3,3,3
1101,2025-05-25,708,,3,3,3
1808,2025-05-25,3784,,5,3,5
898,2025-05-25,4838,4009,3,3,3
2678,2025-05-25,6863,,1,1,1
2322,2025-05-25,658,,4,3,3
2320,2025-05-25,3276,,4,3,3
6649,2025-05-25,4324,,3,3,5
129,2025-05-25,1984,,3,3,3
1907,2025-05-25,2813,7249,2,2,2
5788,2025-05-25,2087,,3,3,3
2062,2025-05-25,2674,,3,3,3
907,2025-05-25,6060,,3,3,3
2078,2025-05-25,3885,,3,3,3
1325,2025-05-25,227,,3,3,3
1295,2025-05-25,911,,3,3,3
384,2025-05-25,3540,,3,3,4
1751,2025-05-25,4863,,4,3,3
2220,2025-05-25,2234,,5,3,4
6759,2025-05-25,6941,,3,3,3
6422,2025-05-25,3974,,3,3,3
5970,2025-05-25,1437,,3,3,3
1805,2025-05-25,1497,,3,3,3
3309,2025-05-25,6918,,4,3,3
2870,2025-05-25,176,,5,3,5
470,2025-05-25,5366,,4,3,3
1070,2025-05-25,5491,,3,3,3
2896,2025-05-25,3812,,3,3,3
1777,2025-05-25,2916,,3,3,3
2711,2025-05-25,2311,2071,3,3,3
2509,2025-05-25,3946,,4,5,4
865,2025-05-25,1954,1200,3,3,2
3306,2025-05-25,2297,,4,3,3
3357,2025-05-25,2240,,4,3,3
3615,2025-05-25,2698,,3,3,3
1607,2025-05-25,1771,,1,3,1
4957,2025-05-25,1116,,5,3,5
2739,2025-05-25,319,,3,3,3
5413,2025-05-25,474,,3,3,3
3479,2025-05-25,1350,,4,3,3
3197,2025-05-25,4044,,4,3,3
2000,2025-05-25,4307,,5,3,3
1060,2025-05-25,843,,3,3,3
