id,created_at,author_id,in_reply_to_user_id,likert_scale_Q1,likert_scale_Q2,likert_scale_Q3
3766,2024-11-09,1755,,5,5,1
1457,2024-11-09,3288,,5,5,1
1325,2024-11-09,494,,5,5,1
2931,2024-11-09,1378,,3,4,3
484,2024-11-09,1048,,5,5,1
3072,2024-11-09,1214,,5,5,1
252,2024-11-09,797,,2,1,4
1743,2024-11-09,1961,,3,4,3
2767,2024-11-09,3395,,3,3,3
372,2024-11-09,873,2594,5,4,1
55,2024-11-09,3075,,3,3,3
2620,2024-11-09,612,,5,5,1
4161,2024-11-09,3538,,5,5,1
4446,2024-11-09,3202,,5,5,1
3481,2024-11-09,61,,5,5,1
304,2024-11-09,1412,,1,3,4
2864,2024-11-09,1879,,5,5,1
497,2024-11-09,348,,5,5,1
657,2024-11-09,885,,3,5,1
1345,2024-11-09,3112,,4,4,1
1700,2024-11-09,300,,4,5,1
1,2024-11-09,2210,,5,5,1
846,2024-11-09,3603,,5,5,1
3133,2024-11-09,1151,,5,1,1
1454,2024-11-09,1207,,3,3,3
3926,2024-11-09,1873,,4,4,1
2873,2024-11-09,578,,3,5,3
4606,2024-11-09,1786,,5,5,1
4106,2024-11-09,2076,,5,5,1
1331,2024-11-09,490,,2,2,4
3256,2024-11-09,2408,,5,5,1
3264,2024-11-09,772,,5,5,1
1273,2024-11-09,3526,,5,5,1
3542,2024-11-09,2031,,1,1,1
4580,2024-11-09,301,,3,5,3
4524,2024-11-09,1387,,3,3,3
3863,2024-11-09,3479,,5,5,1
3733,2024-11-09,1711,,5,5,2
3715,2024-11-09,353,,5,5,1
2194,2024-11-09,3229,,3,4,3
4682,2024-11-09,3507,,3,3,3
1347,2024-11-09,3728,,1,3,4
4210,2024-11-09,1467,,5,5,1
1281,2024-11-09,3496,,5,5,1
2360,2024-11-09,101,,5,5,1
2519,2024-11-09,3166,335,5,5,1
260,2024-11-09,566,,5,5,1
3151,2024-11-09,1902,,3,5,3
2522,2024-11-09,1207,,5,5,1
2246,2024-11-09,3516,,5,5,1
1995,2024-11-09,786,,4,5,1
1058,2024-11-09,2539,,5,5,1
4126,2024-11-09,2282,,1,3,4
3452,2024-11-09,2536,,3,4,3
4568,2024-11-09,1624,,1,1,1
3825,2024-11-09,2932,,3,2,4
1680,2024-11-09,587,,3,5,3
993,2024-11-09,34,,2,2,3
4515,2024-11-09,2157,,2,2,4
37,2024-11-09,2550,,5,5,1
2995,2024-11-09,412,,5,5,1
1691,2024-11-09,2224,,3,1,3
572,2024-11-09,3220,,5,5,1
2159,2024-11-09,60,,5,5,1
3857,2024-11-09,163,,5,5,1
1892,2024-11-09,1602,,5,5,1
3802,2024-11-09,1659,,4,4,1
4081,2024-11-09,551,,3,5,3
4207,2024-11-09,181,,2,3,4
1603,2024-11-09,2358,,5,5,1
2594,2024-11-09,2313,,5,5,1
3368,2024-11-09,367,,5,5,1
4663,2024-11-09,3235,,3,3,3
2792,2024-11-09,545,,5,5,1
2002,2024-11-09,3214,,1,3,4
4372,2024-11-09,848,,5,5,1
1411,2024-11-09,3034,,3,5,3
3515,2024-11-09,3761,,5,5,1
4145,2024-11-09,129,,5,5,1
4387,2024-11-09,1843,,5,5,1
673,2024-11-09,272,,3,5,3
1844,2024-11-09,3787,,4,4,1
2504,2024-11-09,901,,5,5,1
3853,2024-11-09,21,,5,5,1
2119,2024-11-09,2008,,5,5,1
165,2024-11-09,2498,,5,5,1
1177,2024-11-09,1526,,3,3,1
4060,2024-11-09,1307,,5,5,1
1467,2024-11-09,2330,,5,5,1
4462,2024-11-09,2725,,4,4,1
1252,2024-11-09,2044,,2,2,4
302,2024-11-09,2729,,3,5,3
1918,2024-11-09,2073,,4,4,1
1249,2024-11-09,942,,5,5,1
3384,2024-11-09,3751,,4,5,1
1791,2024-11-09,2389,,3,5,3
3064,2024-11-09,1809,,2,1,3
3635,2024-11-09,1013,,2,3,4
3702,2024-11-09,2797,,5,5,1
3873,2024-11-09,3751,,5,5,1
2153,2024-11-09,1999,,3,4,3
3010,2024-11-09,182,,5,5,1
916,2024-11-09,3260,,3,4,1
1563,2024-11-09,1524,,4,4,1
213,2024-11-09,2227,,5,5,1
1226,2024-11-09,539,3657,4,4,1
1439,2024-11-09,2485,,5,5,1
953,2024-11-09,3772,,5,5,1
4257,2024-11-09,2763,,5,5,1
4559,2024-11-09,2150,,5,5,1
4192,2024-11-09,1270,,5,5,1
915,2024-11-09,3107,,5,5,1
3685,2024-11-09,645,,5,5,1
1919,2024-11-09,2735,,5,5,1
118,2024-11-09,2459,,3,3,3
4287,2024-11-09,917,,5,5,1
2717,2024-11-09,2727,,5,3,1
2012,2024-11-09,531,,3,4,1
2595,2024-11-09,1179,,3,2,3
309,2024-11-09,2639,,3,5,3
477,2024-11-09,2346,,4,5,1
4006,2024-11-09,2134,,5,5,1
3573,2024-11-09,2160,,5,5,1
4512,2024-11-09,3260,,5,5,1
1655,2024-11-09,108,,5,5,1
3245,2024-11-09,987,,5,5,1
2579,2024-11-09,144,,3,3,3
493,2024-11-09,1155,,5,5,1
4429,2024-11-09,397,,1,3,4
1672,2024-11-09,3496,,5,5,1
2230,2024-11-09,1236,,5,5,1
1908,2024-11-09,760,,5,5,1
946,2024-11-09,2290,,3,4,1
4494,2024-11-09,1896,,4,5,1
1109,2024-11-09,412,,4,5,1
3619,2024-11-09,2020,,5,5,1
2298,2024-11-09,437,,5,5,1
1240,2024-11-09,1072,,4,4,2
488,2024-11-09,385,,2,1,3
4013,2024-11-09,3689,,5,5,1
4142,2024-11-09,2838,,3,3,1
1351,2024-11-09,1072,,5,5,1
2416,2024-11-09,3439,1327,5,5,1
3304,2024-11-09,692,,3,4,3
1907,2024-11-09,3581,,3,5,3
4308,2024-11-09,3633,,3,5,3
2193,2024-11-09,156,,2,3,4
3359,2024-11-09,956,,2,2,4
4176,2024-11-09,3195,,3,3,1
4368,2024-11-09,2461,,5,5,1
1761,2024-11-09,3546,,4,5,1
2585,2024-11-09,2894,,3,5,3
2098,2024-11-09,1332,,5,5,1
1755,2024-11-09,2483,,5,5,1
3431,2024-11-09,1072,,3,3,3
998,2024-11-09,3751,,5,5,1
3205,2024-11-09,287,,2,1,3
2195,2024-11-09,2639,,5,5,1
4288,2024-11-09,3668,,5,3,1
2082,2024-11-09,1124,,3,3,1
3234,2024-11-09,2988,,3,5,3
205,2024-11-09,2510,,5,5,1
3567,2024-11-09,3253,,5,5,1
4187,2024-11-09,2880,,5,5,1
2639,2024-11-09,3769,,5,5,1
1292,2024-11-09,1391,,5,5,1
2599,2024-11-09,2809,,3,3,3
902,2024-11-09,1326,,5,5,1
459,2024-11-09,1097,,5,5,1
4627,2024-11-09,1593,,5,5,1
4182,2024-11-09,2921,,5,5,1
4134,2024-11-09,2165,,3,1,3
2959,2024-11-09,2110,,3,3,3
2260,2024-11-09,932,,5,5,1
2918,2024-11-09,3552,,2,1,3
462,2024-11-09,1617,,4,4,1
3760,2024-11-09,2554,,3,3,3
960,2024-11-09,3631,,5,5,1
730,2024-11-09,2014,,5,5,1
3990,2024-11-09,2651,,5,5,1
825,2024-11-09,3789,,4,4,1
2131,2024-11-09,1959,,5,5,1
2656,2024-11-09,2821,,3,3,3
2846,2024-11-09,956,,1,1,1
3279,2024-11-09,3740,,1,3,4
3173,2024-11-09,1974,,5,5,1
3945,2024-11-09,3044,,5,5,1
3207,2024-11-09,3636,,5,5,1
1569,2024-11-09,1959,,3,4,3
1721,2024-11-09,3769,,5,5,1
2714,2024-11-09,1524,,3,3,3
1413,2024-11-09,3057,,5,5,1
866,2024-11-09,2921,,4,5,1
1906,2024-11-09,107,3264,3,5,3
2891,2024-11-09,1237,,3,3,3
1533,2024-11-09,3096,,3,1,1
908,2024-11-09,1890,,5,5,1
3705,2024-11-09,1221,,5,5,1
316,2024-11-09,2919,,5,5,1
2393,2024-11-09,2552,,3,5,3
4338,2024-11-09,2019,,5,5,1
2865,2024-11-09,3420,,5,5,1
1888,2024-11-09,2014,,5,5,1
2129,2024-11-09,417,,5,5,1
1552,2024-11-09,1457,,4,5,1
1310,2024-11-09,3350,,3,3,1
556,2024-11-09,840,,5,5,1
3984,2024-11-09,1932,,3,3,3
3732,2024-11-09,2893,,2,1,2
216,2024-11-09,2552,,3,3,3
374,2024-11-09,628,,3,5,3
845,2024-11-09,1682,,5,5,1
901,2024-11-09,3548,,5,5,1
1955,2024-11-09,2255,,3,3,3
1949,2024-11-09,2530,,3,3,3
4371,2024-11-09,3420,,5,5,1
2357,2024-11-09,3507,,5,5,1
4038,2024-11-09,3347,,5,5,1
3025,2024-11-09,1254,,3,5,3
2796,2024-11-09,1332,,5,5,1
614,2024-11-09,987,,5,5,1
761,2024-11-09,2222,,5,5,1
1111,2024-11-09,761,,5,5,1
2743,2024-11-09,3622,,5,5,1
1504,2024-11-09,1974,,3,3,3
2491,2024-11-09,213,,5,5,1
3790,2024-11-09,2848,,3,5,3
1690,2024-11-09,863,,5,5,1
2939,2024-11-09,3436,,3,5,3
2205,2024-11-09,2410,,1,1,1
1225,2024-11-09,1451,,5,5,1
4233,2024-11-09,2216,,2,1,3
3316,2024-11-09,2707,,5,5,1
2243,2024-11-09,1160,,3,4,3
1322,2024-11-09,1271,,5,5,1
2761,2024-11-09,325,,1,1,1
1757,2024-11-09,2100,,5,5,1
4575,2024-11-09,3065,,5,5,1
1978,2024-11-09,1610,335,3,4,1
2924,2024-11-09,1018,,5,5,1
3265,2024-11-09,771,,5,5,1
771,2024-11-09,1960,,5,5,1
1277,2024-11-09,1180,,4,5,1
2657,2024-11-09,1610,335,3,4,1
2970,2024-11-09,3731,,5,5,1
1493,2024-11-09,3759,,5,5,1
3778,2024-11-09,955,,5,5,1
4385,2024-11-09,802,,5,5,1
820,2024-11-09,3206,,5,5,1
1805,2024-11-09,1223,,5,5,1
4381,2024-11-09,1634,,5,5,1
135,2024-11-09,2661,,5,5,1
1451,2024-11-09,3069,,5,5,1
3875,2024-11-09,3783,,5,5,1
1505,2024-11-09,2426,,1,1,1
762,2024-11-09,1553,,5,5,1
4473,2024-11-09,2482,,3,5,3
1565,2024-11-09,1878,,5,5,1
3649,2024-11-09,3577,,5,5,1
3680,2024-11-09,2465,,3,4,3
4105,2024-11-09,1271,,2,1,2
1579,2024-11-09,2585,,3,3,3
1891,2024-11-09,3642,,5,5,1
3826,2024-11-09,2933,,3,5,3
2103,2024-11-09,2020,,5,5,1
2130,2024-11-09,1578,,5,5,1
1862,2024-11-09,2472,,4,4,1
1558,2024-11-09,3446,,5,5,1
3080,2024-11-09,565,,3,3,3
393,2024-11-09,3630,,5,5,1
418,2024-11-09,3372,,3,5,3
912,2024-11-09,3070,,2,1,3
2933,2024-11-09,3481,,3,3,3
3377,2024-11-09,3193,,5,5,1
4213,2024-11-09,2291,,5,5,1
202,2024-11-09,2661,,5,5,1
3690,2024-11-09,2537,,3,3,3
3528,2024-11-09,2828,,3,5,3
4178,2024-11-09,2482,,4,4,1
887,2024-11-09,3307,,5,5,1
1509,2024-11-09,1814,,4,4,1
3012,2024-11-09,2722,,5,5,1
4503,2024-11-09,3352,,5,5,1
628,2024-11-09,3064,,5,5,1
3707,2024-11-09,1310,,4,4,1
3411,2024-11-09,1814,1814,4,4,1
471,2024-11-09,2626,,3,3,3
201,2024-11-09,2426,,3,1,3
3820,2024-11-09,451,,5,5,1
2962,2024-11-09,3254,,3,5,3
3641,2024-11-09,2902,,1,1,1
4650,2024-11-09,3421,,3,3,1
1873,2024-11-09,3413,,3,5,3
2610,2024-11-09,2489,,5,5,1
787,2024-11-09,3063,,5,5,1
2123,2024-11-09,3764,,5,5,1
3516,2024-11-09,3413,,5,5,1
3933,2024-11-09,2722,,3,3,3
4459,2024-11-09,3413,,5,5,1
3566,2024-11-09,2161,,3,5,3
2071,2024-11-09,1859,,5,5,1
3828,2024-11-09,3775,,5,5,1
680,2024-11-09,2874,,4,4,2
3068,2024-11-09,1589,,5,5,1
4261,2024-11-09,1198,,3,3,3
1258,2024-11-09,78,,1,1,1
2324,2024-11-09,1223,,5,5,1
2344,2024-11-09,2314,,5,3,1
1843,2024-11-09,3446,,5,5,1
3423,2024-11-09,3697,,5,5,1
671,2024-11-09,420,,2,2,4
1887,2024-11-09,1496,,5,5,1
4474,2024-11-09,3289,,5,5,1
3703,2024-11-09,3108,,3,3,3
4301,2024-11-09,3446,,4,4,1
693,2024-11-09,1912,,4,5,1
770,2024-11-09,3282,,5,5,1
1062,2024-11-09,1223,,5,5,1
1100,2024-11-09,3457,,5,5,1
1548,2024-11-09,1610,335,3,3,1
1389,2024-11-09,1552,,3,5,3
3124,2024-11-09,1060,,5,5,1
1838,2024-11-09,1198,,5,5,1
1199,2024-11-09,1180,,5,5,1
3665,2024-11-09,224,,5,5,1
1590,2024-11-09,974,,3,5,3
2664,2024-11-09,2907,,4,5,1
4004,2024-11-09,1758,2278,5,5,1
1108,2024-11-09,1368,,4,5,1
2928,2024-11-09,176,,5,5,1
3160,2024-11-09,179,,5,5,1
450,2024-11-09,3786,,3,4,3
358,2024-11-09,1795,,5,5,1
4589,2024-11-09,2142,,3,5,3
4450,2024-11-09,698,,3,3,3
4598,2024-11-09,3448,,5,5,1
2502,2024-11-09,1368,,4,4,1
1051,2024-11-09,1122,,3,3,3
2670,2024-11-09,1021,,5,5,1
1861,2024-11-09,785,,5,5,1
631,2024-11-09,3475,,5,5,1
4203,2024-11-09,2102,,5,5,1
2475,2024-11-09,2975,,5,5,1
2005,2024-11-09,784,,1,1,1
4045,2024-11-09,2033,,5,5,1
1289,2024-11-09,2189,,5,5,1
4464,2024-11-09,2845,,3,3,3
656,2024-11-09,3790,,5,5,1
3458,2024-11-09,2397,,3,3,1
2904,2024-11-09,1171,,4,4,1
4528,2024-11-09,705,,4,4,1
3040,2024-11-09,3338,,5,5,1
756,2024-11-09,2540,,4,4,1
1969,2024-11-09,122,,5,5,1
981,2024-11-09,1760,,3,5,3
3449,2024-11-09,3111,,5,5,1
366,2024-11-09,2036,,5,5,1
3892,2024-11-09,3605,,4,5,1
4380,2024-11-09,3776,,4,4,1
2921,2024-11-09,3403,,4,5,1
4358,2024-11-09,3610,,3,5,3
3063,2024-11-09,345,,5,5,1
3195,2024-11-09,638,,5,5,1
2261,2024-11-09,2030,,1,1,1
2305,2024-11-09,2835,,5,5,1
1423,2024-11-09,1268,,3,3,3
2232,2024-11-09,2449,,1,3,4
3444,2024-11-09,482,,5,5,2
3123,2024-11-09,820,,5,5,1
177,2024-11-09,2219,,3,5,3
3772,2024-11-09,3058,,2,2,4
1377,2024-11-09,428,,3,3,1
1472,2024-11-09,2518,,3,4,1
4578,2024-11-09,1856,,5,5,1
4286,2024-11-09,2590,,5,5,1
3437,2024-11-09,3124,,3,4,3
2941,2024-11-09,1570,,1,1,4
360,2024-11-09,903,,3,4,3
2838,2024-11-09,1759,,3,5,3
2965,2024-11-09,2835,,5,5,1
2524,2024-11-09,410,,1,1,1
983,2024-11-09,728,,3,4,3
527,2024-11-09,472,,5,5,1
119,2024-11-09,2284,,5,5,1
3782,2024-11-09,1856,,3,4,3
4631,2024-11-09,1016,,5,5,1
2982,2024-11-09,223,,5,5,1
659,2024-11-09,3565,,5,5,1
4603,2024-11-09,3560,,5,5,1
3340,2024-11-09,1278,,1,1,1
32,2024-11-09,1392,,5,5,2
4361,2024-11-09,2033,,5,5,1
4121,2024-11-09,1021,,4,4,2
3799,2024-11-09,2284,,4,4,1
1059,2024-11-09,1546,,3,1,3
2372,2024-11-09,1,,5,5,1
4137,2024-11-09,865,,3,3,3
2700,2024-11-09,3007,,1,1,1
3140,2024-11-09,3349,,3,4,1
4419,2024-11-09,948,,5,5,1
2453,2024-11-09,2083,,4,4,1
2794,2024-11-09,63,,5,5,1
766,2024-11-09,2276,,3,4,1
3756,2024-11-09,1808,,3,5,3
1556,2024-11-09,3286,,2,3,4
1630,2024-11-09,2174,,5,5,1
2590,2024-11-09,1313,,3,5,3
2083,2024-11-09,3291,,5,5,1
3214,2024-11-09,3174,,2,1,2
2228,2024-11-09,1698,,3,5,3
4095,2024-11-09,2311,,5,5,1
957,2024-11-09,3776,,5,5,1
550,2024-11-09,865,,5,5,1
3011,2024-11-09,2731,,5,5,1
3319,2024-11-09,637,,5,5,1
433,2024-11-09,17,,5,5,1
1223,2024-11-09,3673,,3,4,1
2104,2024-11-09,3256,,3,3,1
75,2024-11-09,724,,5,5,1
1772,2024-11-09,3031,,2,3,4
882,2024-11-09,2139,,5,5,1
4661,2024-11-09,2770,,5,5,1
4517,2024-11-09,3669,,3,1,3
2929,2024-11-09,246,,5,5,1
831,2024-11-09,2455,,3,5,3
526,2024-11-09,1274,,4,4,1
4303,2024-11-09,1260,,1,1,1
3142,2024-11-09,2215,,3,3,3
3587,2024-11-09,1965,,5,3,1
3735,2024-11-09,246,,5,5,1
3441,2024-11-09,726,,5,5,1
3455,2024-11-09,2660,,5,3,1
3751,2024-11-09,1621,,5,5,1
2100,2024-11-09,249,,5,5,1
1537,2024-11-09,3454,,1,1,1
3805,2024-11-09,1745,,4,4,1
4280,2024-11-09,1219,,5,5,1
1010,2024-11-09,2660,,1,3,4
591,2024-11-09,3134,,4,4,1
1602,2024-11-09,422,,5,5,1
2310,2024-11-09,1745,,5,5,1
2999,2024-11-09,916,,3,5,1
3806,2024-11-09,3635,,5,5,1
1607,2024-11-09,3747,,5,5,1
755,2024-11-09,2851,,3,5,3
4001,2024-11-09,3534,,2,2,4
3203,2024-11-09,1157,,3,3,3
229,2024-11-09,1466,,5,5,1
4482,2024-11-09,3776,,4,4,1
2092,2024-11-09,566,,5,5,1
395,2024-11-09,1157,,3,3,3
3955,2024-11-09,2650,,4,4,1
3672,2024-11-09,1219,,3,5,3
2518,2024-11-09,3328,,5,5,1
367,2024-11-09,1357,,1,1,1
298,2024-11-09,2578,,5,5,1
2252,2024-11-09,2839,,3,3,1
4369,2024-11-09,439,,5,5,1
3225,2024-11-09,823,,4,4,1
2286,2024-11-09,1225,,3,4,1
3786,2024-11-09,2578,,5,5,1
1517,2024-11-09,2839,,3,4,1
3429,2024-11-09,1429,,4,5,1
541,2024-11-09,2709,,3,3,3
4010,2024-11-09,2928,,1,3,4
1724,2024-11-09,3196,,3,3,3
1082,2024-11-09,1228,,5,5,1
3594,2024-11-09,1428,,5,5,1
3922,2024-11-09,902,1308,2,2,4
827,2024-11-09,1252,,5,5,1
2237,2024-11-09,2354,,5,5,1
1216,2024-11-09,439,,5,5,1
4297,2024-11-09,1888,,3,1,3
1904,2024-11-09,1460,,5,5,1
4686,2024-11-09,3423,,5,5,1
3569,2024-11-09,3400,,5,5,1
3187,2024-11-09,2830,,5,5,1
2811,2024-11-09,973,,5,5,1
2776,2024-11-09,3081,,3,3,3
929,2024-11-09,1733,,3,5,3
1574,2024-11-09,496,,5,5,1
3434,2024-11-09,3113,,5,5,1
2088,2024-11-09,1197,,3,3,3
2994,2024-11-09,2499,,5,5,1
4404,2024-11-09,3762,,3,4,1
1344,2024-11-09,2002,,5,5,1
1555,2024-11-09,1456,,5,3,1
4334,2024-11-09,3113,,5,5,1
3046,2024-11-09,3113,,5,5,1
2602,2024-11-09,1887,,3,3,3
2569,2024-11-09,982,,5,5,1
1403,2024-11-09,2218,,3,3,3
1936,2024-11-09,3200,,5,5,1
621,2024-11-09,504,,3,4,1
2813,2024-11-09,2956,,5,5,1
1541,2024-11-09,3219,,3,3,1
3840,2024-11-09,438,,5,5,1
3849,2024-11-09,2680,,5,5,1
648,2024-11-09,369,,5,5,1
2655,2024-11-09,3234,,5,5,1
4180,2024-11-09,911,,3,5,3
3371,2024-11-09,1439,,3,5,3
1437,2024-11-09,2929,,1,3,4
2972,2024-11-09,2680,,3,3,3
1294,2024-11-09,625,,2,2,4
1114,2024-11-09,1189,,3,3,1
1703,2024-11-09,2591,,5,5,1
4067,2024-11-09,305,,5,5,1
181,2024-11-09,522,,5,5,1
1986,2024-11-09,2616,,3,5,3
1021,2024-11-09,2357,,3,5,3
651,2024-11-09,1814,,3,3,3
2724,2024-11-09,3219,,5,5,1
661,2024-11-09,3129,,5,5,1
1640,2024-11-09,1082,,5,5,1
4318,2024-11-09,1814,,3,3,3
4,2024-11-09,2892,,3,5,3
12,2024-11-09,1082,,5,5,1
2101,2024-11-09,2218,,5,5,1
3211,2024-11-09,2415,,3,5,3
89,2024-11-09,293,,5,5,1
4406,2024-11-09,1984,,3,4,3
963,2024-11-09,1603,,5,5,1
3675,2024-11-09,2043,,3,4,3
4175,2024-11-09,1615,,5,5,1
536,2024-11-09,3425,,5,5,1
2663,2024-11-09,2957,2292,4,5,1
2643,2024-11-09,1481,,5,5,1
2109,2024-11-09,1903,,3,2,4
1809,2024-11-09,283,,5,5,1
964,2024-11-09,1028,,3,3,3
4339,2024-11-09,2196,,5,5,1
2762,2024-11-09,1304,,5,5,1
218,2024-11-09,1267,,5,5,1
884,2024-11-09,1408,,2,2,4
3251,2024-11-09,1047,,5,5,1
1481,2024-11-09,2876,,5,5,1
1669,2024-11-09,43,,3,4,3
2565,2024-11-09,1985,,3,5,3
3978,2024-11-09,374,,5,5,1
2156,2024-11-09,149,,3,4,3
4093,2024-11-09,2357,,4,4,1
3461,2024-11-09,3666,,5,5,1
1215,2024-11-09,73,,3,3,3
551,2024-11-09,2360,,3,3,4
4278,2024-11-09,3170,,3,5,3
3497,2024-11-09,1833,,5,5,1
3633,2024-11-09,2175,,5,5,1
1837,2024-11-09,2068,,5,5,1
2937,2024-11-09,3651,,3,3,3
3718,2024-11-09,2973,,5,5,1
2901,2024-11-09,3121,,5,5,1
23,2024-11-09,2947,,5,5,1
603,2024-11-09,304,,3,1,3
3258,2024-11-09,1603,,5,5,1
90,2024-11-09,3170,,5,5,1
848,2024-11-09,2847,,3,4,3
3927,2024-11-09,2111,,5,5,1
1903,2024-11-09,1640,,3,3,3
3323,2024-11-09,9,,5,5,1
3460,2024-11-09,3425,,5,5,1
4362,2024-11-09,2813,,5,5,1
2526,2024-11-09,105,,2,1,3
1443,2024-11-09,3561,,3,3,3
398,2024-11-09,3666,,5,5,1
869,2024-11-09,3796,,3,3,3
3758,2024-11-09,3139,,5,5,1
20,2024-11-09,1855,,4,4,2
641,2024-11-09,2973,,5,5,1
70,2024-11-09,2692,,3,3,3
3031,2024-11-09,2043,,5,5,1
4251,2024-11-09,3263,,5,5,1
1722,2024-11-09,1126,,5,5,1
2389,2024-11-09,2751,,5,5,1
2239,2024-11-09,415,,5,5,1
1855,2024-11-09,1106,,5,5,1
3030,2024-11-09,3560,,5,5,1
2550,2024-11-09,2628,,5,5,1
4087,2024-11-09,3379,,3,3,3
3479,2024-11-09,2022,3056,5,5,1
4248,2024-11-09,2595,,4,4,1
2787,2024-11-09,1791,,5,5,1
1285,2024-11-09,2336,,5,5,1
2053,2024-11-09,3313,,4,5,1
4614,2024-11-09,2737,,5,5,1
3138,2024-11-09,1288,,3,3,3
2727,2024-11-09,46,,3,3,3
1136,2024-11-09,1256,,4,5,1
1306,2024-11-09,2172,,1,1,4
3226,2024-11-09,2385,,5,5,1
3531,2024-11-09,2022,432,5,5,1
574,2024-11-09,2765,,5,5,1
828,2024-11-09,2356,,5,5,1
1453,2024-11-09,1730,,5,5,1
246,2024-11-09,665,,3,3,3
3527,2024-11-09,911,2298,4,4,2
2335,2024-11-09,9,,5,5,1
2055,2024-11-09,1361,,5,5,1
4601,2024-11-09,3279,,5,5,1
3390,2024-11-09,2860,,5,5,1
2340,2024-11-09,3037,,5,5,1
3868,2024-11-09,3608,,1,1,1
701,2024-11-09,310,,2,3,4
814,2024-11-09,2966,,5,5,1
1758,2024-11-09,458,,5,5,1
950,2024-11-09,2022,2879,5,5,1
3850,2024-11-09,958,,5,5,1
3287,2024-11-09,1858,,5,5,1
3958,2024-11-09,2894,,4,4,1
4357,2024-11-09,253,,3,3,3
4327,2024-11-09,1962,,5,5,1
1920,2024-11-09,2022,1804,5,5,1
3218,2024-11-09,776,,5,5,1
2834,2024-11-09,2347,,5,5,1
2446,2024-11-09,2675,,5,5,1
2908,2024-11-09,2077,,5,5,1
1127,2024-11-09,2684,,3,3,3
516,2024-11-09,3781,,3,5,3
832,2024-11-09,3012,,5,5,1
463,2024-11-09,2022,804,5,5,1
3797,2024-11-09,1366,,5,5,1
1628,2024-11-09,2659,,5,5,1
3996,2024-11-09,1962,,5,5,1
4637,2024-11-09,75,,5,5,1
1412,2024-11-09,2347,,5,5,1
3298,2024-11-09,1996,,5,5,1
1255,2024-11-09,92,,5,5,1
239,2024-11-09,2154,,5,5,1
3537,2024-11-09,2694,,2,1,1
2157,2024-11-09,1765,,3,3,3
1096,2024-11-09,2022,3205,5,5,1
2779,2024-11-09,2300,,5,5,1
451,2024-11-09,2381,,3,3,1
3755,2024-11-09,2308,,3,4,3
2731,2024-11-09,825,,5,5,1
888,2024-11-09,2977,,5,5,1
2087,2024-11-09,2058,,5,5,1
1625,2024-11-09,3348,,1,3,4
2231,2024-11-09,2698,,5,5,1
3454,2024-11-09,1980,,5,5,1
774,2024-11-09,1542,,5,5,1
1456,2024-11-09,2022,103,5,5,1
422,2024-11-09,3671,,3,3,3
1874,2024-11-09,2180,,4,5,1
1195,2024-11-09,2943,,3,3,1
3941,2024-11-09,2513,,5,5,1
4113,2024-11-09,1208,,3,3,3
4116,2024-11-09,1996,,4,4,1
2725,2024-11-09,3792,,5,5,1
2875,2024-11-09,3492,,5,5,1
3817,2024-11-09,3148,,5,5,1
161,2024-11-09,2022,1600,5,5,1
622,2024-11-09,591,,5,5,1
2166,2024-11-09,2419,,5,5,1
2721,2024-11-09,3550,3720,3,2,1
188,2024-11-09,2069,,5,5,1
1857,2024-11-09,3674,,5,5,1
2898,2024-11-09,3447,,3,4,3
3202,2024-11-09,357,,5,5,1
2979,2024-11-09,3224,,3,4,3
296,2024-11-09,289,,5,5,1
2888,2024-11-09,3255,,5,5,1
3512,2024-11-09,2503,,5,5,1
268,2024-11-09,2392,,5,5,1
502,2024-11-09,2603,,3,4,3
3791,2024-11-09,2363,,5,5,1
1942,2024-11-09,1690,,3,3,3
3737,2024-11-09,1598,,3,3,3
3193,2024-11-09,2768,,5,5,1
2659,2024-11-09,918,,5,5,1
4624,2024-11-09,3463,,5,5,1
2216,2024-11-09,1790,,3,5,3
1426,2024-11-09,2730,,5,5,1
990,2024-11-09,208,,5,5,1
2280,2024-11-09,2759,,5,5,1
97,2024-11-09,758,,5,5,1
4667,2024-11-09,3284,,3,3,3
3601,2024-11-09,362,,4,5,1
2990,2024-11-09,2272,,3,3,3
524,2024-11-09,2143,,5,5,1
2902,2024-11-09,584,,3,3,1
1739,2024-11-09,758,,5,5,1
1536,2024-11-09,2514,,3,5,3
1206,2024-11-09,2487,,5,5,1
3620,2024-11-09,191,,3,5,3
3212,2024-11-09,2636,,5,5,1
3357,2024-11-09,308,,1,1,5
3243,2024-11-09,396,,4,5,1
809,2024-11-09,915,,1,1,1
4299,2024-11-09,3657,,3,3,3
2880,2024-11-09,1638,,3,5,3
2954,2024-11-09,657,,4,5,1
4250,2024-11-09,3358,,3,4,3
4296,2024-11-09,2567,,5,5,1
2380,2024-11-09,1704,,5,5,1
1184,2024-11-09,2076,,5,5,1
300,2024-11-09,3185,,2,3,4
3154,2024-11-09,1484,,5,5,1
1612,2024-11-09,1973,,3,5,3
4008,2024-11-09,2296,,5,5,1
1063,2024-11-09,1720,,3,3,3
348,2024-11-09,2258,,5,5,1
586,2024-11-09,2184,,4,5,1
1308,2024-11-09,2693,,5,5,1
2942,2024-11-09,661,,3,4,3
2507,2024-11-09,3530,,5,5,1
461,2024-11-09,672,,3,5,3
2636,2024-11-09,1311,,5,5,1
4102,2024-11-09,264,,5,5,1
3106,2024-11-09,1059,,5,5,1
