id,created_at,author_id,in_reply_to_user_id,likert_scale_Q1,likert_scale_Q2
1427,2024-10-21,6044,,4,1
6160,2024-10-21,5863,,4,1
17,2024-10-21,5506,,4,1
3234,2024-10-21,3111,,4,1
5760,2024-10-21,6126,,5,1
9941,2024-10-21,6150,,4,1
7799,2024-10-21,3124,,3,1
2754,2024-10-21,6150,,4,1
9861,2024-10-21,693,,5,1
6334,2024-10-21,6172,,1,3
5704,2024-10-21,1846,,5,1
8157,2024-10-21,2767,,4,1
4643,2024-10-21,2767,,4,1
9595,2024-10-21,1197,,4,1
491,2024-10-21,2642,,5,1
3122,2024-10-21,5900,,3,1
8259,2024-10-21,3054,,4,1
2545,2024-10-21,4777,,4,1
8127,2024-10-21,6099,,3,1
3052,2024-10-21,5802,,4,1
9818,2024-10-21,1030,,4,1
8762,2024-10-21,273,,3,1
5996,2024-10-21,865,,3,1
4915,2024-10-21,2068,,3,1
3074,2024-10-21,4647,,4,1
9491,2024-10-21,5540,,3,1
5233,2024-10-21,4039,,3,3
9322,2024-10-21,3054,,3,3
2189,2024-10-21,5909,,1,1
2829,2024-10-21,5448,,4,1
6155,2024-10-21,1189,,5,1
8773,2024-10-21,2175,,5,1
1731,2024-10-21,3984,,4,1
6813,2024-10-21,4777,,3,3
6242,2024-10-21,1559,,5,1
8581,2024-10-21,4777,,4,1
7195,2024-10-21,4280,,4,1
7625,2024-10-21,1092,,4,1
1161,2024-10-21,3778,,4,1
3180,2024-10-21,4850,,3,1
7714,2024-10-21,1018,,3,3
7516,2024-10-21,1999,,4,1
1589,2024-10-21,2325,,5,1
7302,2024-10-21,5518,,5,1
8211,2024-10-21,5697,,3,1
7457,2024-10-21,1213,,3,1
1845,2024-10-21,1813,,4,1
6283,2024-10-21,5697,,4,1
6169,2024-10-21,3,,5,1
5437,2024-10-21,5204,,2,4
321,2024-10-21,2505,,5,1
8704,2024-10-21,2458,,3,1
6943,2024-10-21,3666,,3,1
9842,2024-10-21,2611,,3,1
20,2024-10-21,5064,,4,1
3423,2024-10-21,4236,,3,3
7791,2024-10-21,92,,5,1
7993,2024-10-21,5465,,4,1
9254,2024-10-21,2874,,4,1
4570,2024-10-21,5465,,4,1
10231,2024-10-21,3988,,3,1
3741,2024-10-21,1981,,3,1
4141,2024-10-21,5226,,3,1
8780,2024-10-21,1958,,4,1
364,2024-10-21,3649,,4,1
8197,2024-10-21,4372,,3,1
961,2024-10-21,5044,,4,1
10248,2024-10-21,4372,,3,1
1184,2024-10-21,1306,,3,1
3263,2024-10-21,5044,,5,1
5953,2024-10-21,109,,4,1
423,2024-10-21,1718,,3,1
379,2024-10-21,109,,4,1
7559,2024-10-21,109,,4,1
9113,2024-10-21,1742,,4,1
4260,2024-10-21,597,,4,1
427,2024-10-21,4255,,4,1
3165,2024-10-21,6056,,4,1
9464,2024-10-21,1035,,4,1
879,2024-10-21,6056,,4,1
1929,2024-10-21,6056,,3,1
2497,2024-10-21,4935,,4,1
1186,2024-10-21,1544,,4,1
554,2024-10-21,1541,,3,1
3967,2024-10-21,3183,,4,1
102,2024-10-21,2907,,4,1
6823,2024-10-21,5163,,3,1
10206,2024-10-21,851,,5,1
7831,2024-10-21,572,,3,1
909,2024-10-21,2554,,4,1
9708,2024-10-21,4628,,3,3
2856,2024-10-21,2711,,3,1
363,2024-10-21,4628,,5,1
7126,2024-10-21,3834,,5,1
7687,2024-10-21,4863,,3,3
9240,2024-10-21,1138,,3,1
3459,2024-10-21,5847,,5,1
736,2024-10-21,2592,,5,1
8902,2024-10-21,4749,,3,1
1895,2024-10-21,365,,4,1
1886,2024-10-21,323,,4,1
4193,2024-10-21,1122,,4,1
2800,2024-10-21,631,,4,1
6883,2024-10-21,5803,,4,1
5895,2024-10-21,873,,4,1
3947,2024-10-21,2592,,4,1
8651,2024-10-21,3340,,3,1
3871,2024-10-21,1474,,3,3
4744,2024-10-21,873,,3,1
6827,2024-10-21,4749,,5,1
694,2024-10-21,1992,,3,3
2279,2024-10-21,172,,3,1
7030,2024-10-21,4891,,4,1
7937,2024-10-21,2793,,5,1
3673,2024-10-21,6080,,4,1
4230,2024-10-21,4297,,3,1
9894,2024-10-21,3975,,5,1
5211,2024-10-21,589,,3,1
2776,2024-10-21,1890,,4,1
5609,2024-10-21,3971,,3,1
3372,2024-10-21,5254,,3,1
8674,2024-10-21,934,,3,1
8725,2024-10-21,873,,3,1
7503,2024-10-21,5670,,3,1
8151,2024-10-21,3212,,4,1
9450,2024-10-21,4727,,4,1
6861,2024-10-21,4227,,4,1
4909,2024-10-21,873,,4,1
5984,2024-10-21,3513,,4,1
5799,2024-10-21,3230,,3,1
10288,2024-10-21,1456,,3,1
8265,2024-10-21,5305,,3,1
5762,2024-10-21,5313,,4,1
4411,2024-10-21,2793,,3,1
9573,2024-10-21,4227,,4,1
4232,2024-10-21,3958,,5,1
678,2024-10-21,2550,,5,1
8554,2024-10-21,2169,,4,1
4998,2024-10-21,4365,,4,1
6546,2024-10-21,5643,,5,1
1602,2024-10-21,540,,3,1
822,2024-10-21,5625,,3,1
1798,2024-10-21,316,,4,1
5173,2024-10-21,5800,,4,1
8287,2024-10-21,1445,,4,1
1535,2024-10-21,486,,3,1
1112,2024-10-21,252,,5,1
4326,2024-10-21,1024,,3,1
4194,2024-10-21,4999,,3,1
2459,2024-10-21,782,,3,1
1251,2024-10-21,4582,,4,1
3298,2024-10-21,1456,,4,1
6999,2024-10-21,486,,4,1
10109,2024-10-21,2376,,3,1
1453,2024-10-21,262,,3,3
3814,2024-10-21,2997,,3,1
3092,2024-10-21,486,,3,3
795,2024-10-21,3703,,3,1
7438,2024-10-21,5613,,5,1
4906,2024-10-21,540,,4,1
8993,2024-10-21,3346,,3,3
9623,2024-10-21,4451,,1,1
5782,2024-10-21,4399,,4,1
1455,2024-10-21,2515,,3,1
9190,2024-10-21,4814,,5,1
8771,2024-10-21,723,,3,1
4987,2024-10-21,4472,,4,1
1832,2024-10-21,3703,,5,1
1835,2024-10-21,2655,,3,3
8535,2024-10-21,3479,,4,1
3329,2024-10-21,5933,,4,1
1852,2024-10-21,1211,,3,1
7016,2024-10-21,332,,3,1
7719,2024-10-21,5263,,3,1
3576,2024-10-21,1906,,3,1
1224,2024-10-21,1599,,4,1
9080,2024-10-21,1957,,4,1
10187,2024-10-21,1857,,3,1
6223,2024-10-21,305,,5,1
1203,2024-10-21,5966,,5,1
2993,2024-10-21,5218,,3,4
10324,2024-10-21,660,,4,1
293,2024-10-21,3469,,4,1
4438,2024-10-21,6212,,3,1
1819,2024-10-21,3851,,3,1
2715,2024-10-21,5507,,3,1
7909,2024-10-21,3253,,4,1
7262,2024-10-21,2686,,5,1
9592,2024-10-21,2285,,4,1
8069,2024-10-21,1599,,3,1
1893,2024-10-21,1303,,4,1
4373,2024-10-21,22,,5,1
7446,2024-10-21,2372,,5,1
8335,2024-10-21,2372,,5,1
6078,2024-10-21,5319,,3,1
7700,2024-10-21,2997,,3,1
7315,2024-10-21,401,,3,1
5900,2024-10-21,5484,,5,1
9857,2024-10-21,4398,,3,1
8691,2024-10-21,3893,,3,3
3817,2024-10-21,1440,,3,1
7898,2024-10-21,2927,,3,1
4937,2024-10-21,4963,,4,1
1026,2024-10-21,4963,,4,1
10234,2024-10-21,6147,,3,1
2581,2024-10-21,4954,,5,1
7809,2024-10-21,5531,,5,1
2556,2024-10-21,4071,,5,1
1445,2024-10-21,3849,,5,1
6068,2024-10-21,1793,,3,1
2622,2024-10-21,626,,4,1
2038,2024-10-21,964,,5,1
1220,2024-10-21,4912,,4,1
9462,2024-10-21,3895,,3,1
5307,2024-10-21,1156,,3,1
5374,2024-10-21,4027,,4,1
5636,2024-10-21,1085,,4,1
6144,2024-10-21,1621,,3,1
3016,2024-10-21,1800,,3,1
8096,2024-10-21,1027,,3,3
2472,2024-10-21,1800,,4,1
7062,2024-10-21,1156,,3,1
411,2024-10-21,1800,,5,1
8669,2024-10-21,1257,,3,1
3472,2024-10-21,2279,,3,1
8643,2024-10-21,1800,,3,1
3488,2024-10-21,3156,,5,1
6824,2024-10-21,5311,,5,1
8446,2024-10-21,1800,,3,1
1727,2024-10-21,3316,,4,1
3645,2024-10-21,2194,,1,1
2938,2024-10-21,5487,,4,1
806,2024-10-21,2250,,4,1
827,2024-10-21,4027,,4,1
3129,2024-10-21,2662,,4,1
8470,2024-10-21,1315,,3,1
464,2024-10-21,984,,4,1
2372,2024-10-21,1793,,3,1
995,2024-10-21,6073,,2,4
1650,2024-10-21,6145,,3,1
408,2024-10-21,5806,,5,1
839,2024-10-21,6112,,5,1
62,2024-10-21,753,,4,1
688,2024-10-21,2043,,3,1
4331,2024-10-21,611,,4,1
8285,2024-10-21,1800,,4,1
1888,2024-10-21,1576,,3,1
3479,2024-10-21,6182,,3,1
2411,2024-10-21,6043,,3,1
7543,2024-10-21,3930,,3,1
4848,2024-10-21,5743,,4,1
8271,2024-10-21,6112,,4,1
3145,2024-10-21,1542,,4,1
9918,2024-10-21,3008,,2,4
6403,2024-10-21,111,,5,1
3167,2024-10-21,1476,,3,1
432,2024-10-21,2920,,3,3
1492,2024-10-21,485,,4,1
10188,2024-10-21,687,,4,1
4601,2024-10-21,1380,,3,1
157,2024-10-21,371,,3,1
8423,2024-10-21,4537,,4,1
4847,2024-10-21,5116,,4,1
6268,2024-10-21,90,,3,1
8059,2024-10-21,2250,,4,1
4837,2024-10-21,3908,,3,1
2380,2024-10-21,893,,3,1
7736,2024-10-21,6083,,3,1
8066,2024-10-21,2250,,3,1
6732,2024-10-21,1249,,3,1
2288,2024-10-21,6203,,4,1
9443,2024-10-21,1429,,4,1
1530,2024-10-21,1744,,4,1
869,2024-10-21,2828,,5,1
4175,2024-10-21,2773,,3,1
1869,2024-10-21,2828,,5,1
9889,2024-10-21,4417,,3,1
6511,2024-10-21,1456,,5,1
8176,2024-10-21,5648,,4,1
9486,2024-10-21,3523,,3,1
4653,2024-10-21,4028,,3,1
9362,2024-10-21,4275,,3,3
5133,2024-10-21,3411,,3,1
2675,2024-10-21,1524,,3,1
5547,2024-10-21,3279,,3,1
9170,2024-10-21,1456,,4,1
9576,2024-10-21,5648,,3,1
711,2024-10-21,5417,,3,1
2849,2024-10-21,5223,,2,4
3149,2024-10-21,244,,4,1
9106,2024-10-21,1456,,3,1
2103,2024-10-21,4633,,5,1
1569,2024-10-21,2190,,3,1
4046,2024-10-21,5184,,3,1
3443,2024-10-21,1937,,3,1
3517,2024-10-21,5,,4,1
10045,2024-10-21,1792,,3,1
4294,2024-10-21,1572,,4,1
4777,2024-10-21,3415,,3,1
3219,2024-10-21,992,,3,1
5301,2024-10-21,5326,,3,1
9058,2024-10-21,2093,,3,1
3132,2024-10-21,905,,3,1
3908,2024-10-21,3690,,4,1
2888,2024-10-21,1706,,4,1
3629,2024-10-21,936,,3,1
7281,2024-10-21,4549,,3,3
8858,2024-10-21,4292,,5,1
1623,2024-10-21,4280,,4,1
3942,2024-10-21,1084,,4,1
6471,2024-10-21,444,,5,1
9489,2024-10-21,5632,,2,1
8620,2024-10-21,4030,,3,3
1452,2024-10-21,4885,,3,1
7695,2024-10-21,1212,,4,1
1373,2024-10-21,611,,3,1
2905,2024-10-21,2198,,3,3
6725,2024-10-21,576,,5,1
9980,2024-10-21,3252,,3,1
1201,2024-10-21,1310,,3,1
6447,2024-10-21,1225,,5,1
4308,2024-10-21,2022,,3,1
1795,2024-10-21,5400,,5,1
7298,2024-10-21,611,,3,1
10220,2024-10-21,3449,,5,1
8991,2024-10-21,2434,,4,1
6727,2024-10-21,4210,,4,1
9981,2024-10-21,2110,,1,5
6459,2024-10-21,576,,3,1
1904,2024-10-21,699,,3,1
3080,2024-10-21,3449,,3,1
8830,2024-10-21,3412,,3,3
2183,2024-10-21,1626,,3,1
5427,2024-10-21,2428,,3,1
7061,2024-10-21,1040,,3,1
2680,2024-10-21,402,,4,1
4255,2024-10-21,4217,,3,3
6052,2024-10-21,116,,3,1
1311,2024-10-21,1792,,3,3
966,2024-10-21,248,,4,1
3562,2024-10-21,4388,,4,1
4469,2024-10-21,224,,3,1
1994,2024-10-21,3265,,3,1
884,2024-10-21,6207,,4,1
4089,2024-10-21,5129,,3,3
1035,2024-10-21,5534,,5,1
10091,2024-10-21,4049,,3,1
8628,2024-10-21,2866,,4,1
4038,2024-10-21,4792,,3,1
10317,2024-10-21,3095,,4,1
2089,2024-10-21,3048,,3,1
6417,2024-10-21,5397,,4,1
6566,2024-10-21,5167,,4,1
3679,2024-10-21,557,,4,1
5541,2024-10-21,3155,,3,1
6181,2024-10-21,4160,,4,1
43,2024-10-21,3280,,3,1
2210,2024-10-21,5080,,4,1
8214,2024-10-21,6055,,3,1
5142,2024-10-21,3067,,1,5
7321,2024-10-21,2444,,3,1
6563,2024-10-21,3727,,1,5
9073,2024-10-21,4500,,4,1
7602,2024-10-21,1950,,3,1
9762,2024-10-21,522,,4,1
6410,2024-10-21,403,,3,1
10208,2024-10-21,2140,,5,1
1182,2024-10-21,4057,3392,2,3
1890,2024-10-21,1475,,4,1
426,2024-10-21,1325,,4,1
7247,2024-10-21,4054,,3,1
3147,2024-10-21,5922,,4,1
4931,2024-10-21,2197,,3,1
5553,2024-10-21,2983,,4,1
2962,2024-10-21,516,,3,1
6003,2024-10-21,4979,,5,1
4222,2024-10-21,5031,,4,1
8528,2024-10-21,4583,,4,1
8953,2024-10-21,2983,,3,1
6597,2024-10-21,5004,,4,1
6098,2024-10-21,2893,,3,1
6864,2024-10-21,4755,,3,3
10024,2024-10-21,918,,3,1
8646,2024-10-21,607,,5,1
7518,2024-10-21,5434,,4,1
6692,2024-10-21,2231,,4,1
7754,2024-10-21,902,,4,1
1032,2024-10-21,5596,,3,1
646,2024-10-21,2983,,4,1
1126,2024-10-21,2005,,3,1
3658,2024-10-21,6173,,3,1
9351,2024-10-21,4755,,3,1
664,2024-10-21,4170,,3,1
2949,2024-10-21,4299,,4,1
9349,2024-10-21,2233,,4,1
7095,2024-10-21,1793,,3,1
5926,2024-10-21,1123,,3,1
3657,2024-10-21,4431,,4,1
3469,2024-10-21,2962,,3,3
4767,2024-10-21,2867,,5,1
4571,2024-10-21,2059,,3,1
9320,2024-10-21,2695,,4,1
8052,2024-10-21,486,,4,1
9759,2024-10-21,4965,,4,1
7318,2024-10-21,558,,4,1
8047,2024-10-21,486,,3,1
6448,2024-10-21,411,,4,1
3009,2024-10-21,4252,,4,1
4989,2024-10-21,2609,,5,1
3387,2024-10-21,3472,,4,1
4314,2024-10-21,1820,,1,4
4642,2024-10-21,1653,,3,1
2825,2024-10-21,2178,,3,1
7311,2024-10-21,3780,,4,1
8865,2024-10-21,4581,,4,1
3852,2024-10-21,152,,4,1
7072,2024-10-21,3335,,3,1
1088,2024-10-21,1273,,3,1
5204,2024-10-21,4956,,4,1
67,2024-10-21,6159,,4,1
5124,2024-10-21,1653,,4,1
6479,2024-10-21,229,,4,1
531,2024-10-21,5959,,3,1
5531,2024-10-21,1653,,3,1
4567,2024-10-21,5980,,3,1
4560,2024-10-21,3766,,3,1
30,2024-10-21,2810,,1,1
6670,2024-10-21,2202,,5,1
4451,2024-10-21,6136,,4,1
538,2024-10-21,3004,,1,1
8005,2024-10-21,6136,,4,1
9248,2024-10-21,1264,,3,1
1599,2024-10-21,4467,,5,1
3710,2024-10-21,4644,,4,1
9713,2024-10-21,1128,,3,1
4834,2024-10-21,750,,3,1
4111,2024-10-21,3191,,3,1
8897,2024-10-21,5156,,3,3
3820,2024-10-21,4360,,3,1
970,2024-10-21,5349,,3,1
7198,2024-10-21,4821,,4,1
10283,2024-10-21,4337,,4,1
1582,2024-10-21,5189,,3,1
5601,2024-10-21,334,,4,1
4749,2024-10-21,1779,,4,1
3112,2024-10-21,3753,,3,1
1580,2024-10-21,5030,,3,1
3020,2024-10-21,2075,,3,1
9291,2024-10-21,2568,,4,1
9411,2024-10-21,1668,,4,1
3107,2024-10-21,4412,,3,1
6665,2024-10-21,1488,,3,1
1181,2024-10-21,992,,4,1
6957,2024-10-21,2018,,4,1
1962,2024-10-21,4734,,5,1
2697,2024-10-21,3716,,3,3
3768,2024-10-21,250,,4,1
7120,2024-10-21,992,,3,1
1756,2024-10-21,6214,,3,1
5866,2024-10-21,5869,,4,1
3541,2024-10-21,695,,4,1
9810,2024-10-21,506,,4,1
9773,2024-10-21,5715,,3,1
5080,2024-10-21,4814,,3,1
6137,2024-10-21,1105,,3,1
5223,2024-10-21,4957,,3,3
9827,2024-10-21,3381,,3,1
3060,2024-10-21,5194,,3,1
948,2024-10-21,3653,,3,1
7749,2024-10-21,852,,3,1
1346,2024-10-21,1930,,3,1
1648,2024-10-21,1434,,3,1
9069,2024-10-21,1491,,4,1
6896,2024-10-21,1231,,3,1
2910,2024-10-21,2249,,3,1
9045,2024-10-21,4875,,5,1
3004,2024-10-21,5683,,3,1
3322,2024-10-21,1928,,3,1
5066,2024-10-21,2920,,3,1
8487,2024-10-21,1103,,3,1
7135,2024-10-21,1322,,4,1
2927,2024-10-21,5786,,3,3
7400,2024-10-21,803,,4,1
52,2024-10-21,4717,,3,1
4620,2024-10-21,1989,,3,1
3534,2024-10-21,2344,,3,1
1818,2024-10-21,5646,,3,1
3745,2024-10-21,323,,1,3
7049,2024-10-21,4246,,3,1
2397,2024-10-21,6007,,3,1
5257,2024-10-21,481,,3,1
1125,2024-10-21,323,,1,3
7000,2024-10-21,920,,3,1
6112,2024-10-21,915,,3,1
1041,2024-10-21,1456,,4,1
9659,2024-10-21,657,,3,1
8001,2024-10-21,452,,3,1
2673,2024-10-21,3387,,3,1
3950,2024-10-21,3963,,3,1
2337,2024-10-21,440,,3,3
3078,2024-10-22,2394,2394,3,1
4995,2024-10-22,4549,,4,1
2846,2024-10-22,2394,2394,3,1
10265,2024-10-22,3420,,1,1
9092,2024-10-22,487,,1,5
7611,2024-10-22,4681,,3,1
212,2024-10-22,2760,,4,1
4595,2024-10-22,2795,,3,1
5243,2024-10-22,2394,2394,3,1
1726,2024-10-22,1917,,3,1
2193,2024-10-22,3745,,3,1
6853,2024-10-22,2352,5029,1,3
6839,2024-10-22,4570,,4,1
4133,2024-10-22,4857,,3,1
5483,2024-10-22,589,1896,3,1
2375,2024-10-22,2768,,3,1
4229,2024-10-22,5603,6058,4,1
7688,2024-10-22,5621,,3,1
83,2024-10-22,4966,,4,1
1292,2024-10-22,746,,3,1
2890,2024-10-22,5221,,3,3
7225,2024-10-22,5221,,3,1
6878,2024-10-22,73,,3,1
4467,2024-10-22,1944,,1,4
280,2024-10-22,2701,,3,1
4539,2024-10-22,4842,,4,1
10278,2024-10-22,3733,,4,1
6041,2024-10-22,2559,,1,5
4054,2024-10-22,2256,2283,1,5
7288,2024-10-22,4570,,4,1
2247,2024-10-22,4806,,1,5
7796,2024-10-22,2270,5829,1,4
4914,2024-10-22,4685,,4,1
8615,2024-10-22,4097,,3,1
7901,2024-10-22,2847,,3,1
6270,2024-10-22,5333,,3,1
548,2024-10-22,1386,,4,1
4286,2024-10-22,965,,5,1
9095,2024-10-22,1030,,4,1
906,2024-10-22,2093,,3,1
6901,2024-10-22,4758,,3,1
2649,2024-10-22,2582,,3,1
1258,2024-10-22,1461,,4,1
9781,2024-10-22,2228,,4,1
1324,2024-10-22,1483,,3,1
3131,2024-10-22,1921,,4,1
7965,2024-10-22,3281,,4,1
3049,2024-10-22,4639,,4,1
9742,2024-10-22,4471,,1,5
7859,2024-10-22,2471,,4,1
7360,2024-10-22,361,,4,1
9234,2024-10-22,1642,,4,1
641,2024-10-22,6102,,3,1
1274,2024-10-22,1948,,3,1
4257,2024-10-22,3250,,4,1
6856,2024-10-22,4895,,4,1
9203,2024-10-22,4813,,4,1
9378,2024-10-22,2228,,3,1
1876,2024-10-22,5870,,3,1
1238,2024-10-22,3995,,3,1
8610,2024-10-22,921,,4,1
9442,2024-10-22,3703,,4,1
8105,2024-10-22,6157,,3,1
8015,2024-10-22,361,,4,1
8111,2024-10-22,3703,,4,1
4982,2024-10-22,1333,,4,1
6776,2024-10-22,2978,,3,1
5407,2024-10-22,1471,,5,1
618,2024-10-22,497,,3,1
6706,2024-10-22,882,,3,1
2112,2024-10-22,2858,,4,1
7091,2024-10-22,4781,,4,1
8936,2024-10-22,2688,,3,1
8614,2024-10-22,3561,,3,1
5361,2024-10-22,5549,,5,1
7662,2024-10-22,4043,,3,1
8816,2024-10-22,3071,,4,1
191,2024-10-22,5704,,3,1
5994,2024-10-22,114,,4,1
377,2024-10-22,5904,,4,1
7547,2024-10-22,1674,,3,1
5241,2024-10-22,2309,,4,1
5618,2024-10-22,4003,,3,1
9749,2024-10-22,1116,,5,1
4138,2024-10-22,1783,,5,1
196,2024-10-22,4910,,3,1
3824,2024-10-22,867,,4,1
2743,2024-10-22,3996,,5,1
4557,2024-10-22,5397,,5,1
7918,2024-10-22,2763,,4,1
1702,2024-10-22,5439,,4,1
1777,2024-10-22,5348,,5,1
4770,2024-10-22,2713,,3,1
9947,2024-10-22,611,,5,1
5367,2024-10-22,5243,,3,1
9001,2024-10-22,3095,,4,1
920,2024-10-22,2016,,3,1
8686,2024-10-22,2763,,3,1
2746,2024-10-22,875,,3,1
5929,2024-10-22,4313,,3,1
1300,2024-10-22,4391,,3,1
2509,2024-10-22,4945,,1,4
8303,2024-10-22,4963,,4,1
2605,2024-10-22,4949,,4,1
3588,2024-10-22,4841,,3,1
5746,2024-10-22,610,,3,3
4196,2024-10-22,5544,,3,1
5793,2024-10-22,3965,,3,1
3711,2024-10-22,1840,,3,3
1871,2024-10-22,193,,5,1
9826,2024-10-22,4051,,4,1
3350,2024-10-22,1330,,5,1
8427,2024-10-22,2392,,4,1
5672,2024-10-22,1077,,4,1
830,2024-10-22,4457,,4,1
922,2024-10-22,4189,,5,1
7429,2024-10-22,1842,,3,3
5894,2024-10-22,5714,,5,1
7127,2024-10-22,187,,3,3
10021,2024-10-22,4622,,3,1
6875,2024-10-22,1564,,5,1
2613,2024-10-22,630,,4,1
4164,2024-10-22,3236,,4,1
4572,2024-10-22,815,,4,1
1428,2024-10-22,2541,,4,1
5751,2024-10-22,4687,,4,1
4433,2024-10-22,1863,,5,1
3624,2024-10-22,1150,,4,1
4152,2024-10-22,5936,,4,1
8630,2024-10-22,3050,,5,1
6690,2024-10-22,1022,,1,4
2319,2024-10-22,2895,,3,1
8226,2024-10-22,4767,,3,1
1119,2024-10-22,2908,,4,1
7087,2024-10-22,4156,,1,4
4292,2024-10-22,3223,,3,1
1663,2024-10-22,4714,,3,1
9294,2024-10-22,5937,,3,1
9965,2024-10-22,1157,,4,1
8503,2024-10-22,1439,,3,1
5254,2024-10-22,1618,,5,1
6499,2024-10-22,4564,,5,1
3014,2024-10-22,3243,,3,1
8811,2024-10-22,2606,,3,1
6555,2024-10-22,2336,,4,1
3442,2024-10-22,2377,,4,1
8886,2024-10-22,1728,,5,1
8189,2024-10-22,5831,,3,1
1488,2024-10-22,3236,,4,1
2342,2024-10-22,850,,4,1
8928,2024-10-22,1728,,5,1
189,2024-10-22,2260,,3,1
7549,2024-10-22,4566,,1,1
4558,2024-10-22,1830,,3,1
7424,2024-10-22,4299,,3,1
5896,2024-10-22,2736,,3,1
9987,2024-10-22,3762,,5,1
9261,2024-10-22,1766,,3,1
2106,2024-10-22,2174,,1,5
6050,2024-10-22,3144,,3,1
6297,2024-10-22,3974,,3,1
5486,2024-10-22,1158,,4,1
3394,2024-10-22,3985,,4,1
849,2024-10-22,4259,,3,1
1692,2024-10-22,6056,,4,1
7936,2024-10-22,2788,,3,1
3434,2024-10-22,639,,3,1
8916,2024-10-22,5279,,4,1
1685,2024-10-22,3261,,3,1
10038,2024-10-22,3525,,3,1
3182,2024-10-22,3762,,1,1
5577,2024-10-22,5585,,4,1
5455,2024-10-22,5857,,4,1
7124,2024-10-22,6081,,3,1
2640,2024-10-22,6188,,4,1
2221,2024-10-22,363,,4,1
10308,2024-10-22,1935,,4,1
1461,2024-10-22,4280,,3,1
1560,2024-10-22,956,,3,1
6946,2024-10-22,1856,,3,1
3127,2024-10-22,5274,,3,1
6230,2024-10-22,961,,1,3
2003,2024-10-22,4770,,3,3
8387,2024-10-22,2826,,5,1
85,2024-10-22,3349,,3,1
9316,2024-10-22,13,,3,1
8879,2024-10-22,3586,,4,1
5736,2024-10-22,4376,946,3,3
9041,2024-10-22,202,,3,1
5370,2024-10-22,2675,,4,1
6395,2024-10-22,4819,,5,1
1216,2024-10-22,2628,,4,1
7017,2024-10-22,6076,,4,1
9660,2024-10-22,202,,4,1
5157,2024-10-22,945,,4,1
7852,2024-10-22,6037,,4,1
4541,2024-10-22,6096,,5,1
715,2024-10-22,5288,,5,1
71,2024-10-22,2178,,4,1
3559,2024-10-22,2768,,3,3
5621,2024-10-22,1065,,4,1
8373,2024-10-22,3096,,4,1
5561,2024-10-22,2178,,3,1
4419,2024-10-22,589,5925,3,1
8925,2024-10-22,5256,,3,1
5506,2024-10-22,1628,,3,1
7672,2024-10-22,1628,,4,1
8963,2024-10-22,1628,,4,1
4650,2024-10-22,2521,,5,1
2666,2024-10-22,2232,,3,1
5103,2024-10-22,705,,3,1
8152,2024-10-22,5134,,5,1
567,2024-10-22,2254,,3,1
9737,2024-10-22,1058,,3,1
2733,2024-10-22,1520,,3,1
2138,2024-10-22,5662,,3,1
5011,2024-10-22,295,,4,1
9583,2024-10-22,3116,,3,3
6909,2024-10-22,3116,,4,1
7452,2024-10-22,3116,,3,1
271,2024-10-22,5157,,4,1
5922,2024-10-22,5366,,3,1
8280,2024-10-22,1945,,3,1
4594,2024-10-22,3116,,4,1
7256,2024-10-22,6171,,1,1
6591,2024-10-22,4766,,4,1
3069,2024-10-22,4035,,3,1
1802,2024-10-22,568,,4,1
1377,2024-10-22,5002,,1,4
5648,2024-10-22,873,,3,1
4746,2024-10-22,3943,,4,1
744,2024-10-22,5228,,4,1
5163,2024-10-22,1248,,4,1
4455,2024-10-22,3943,,3,1
3093,2024-10-22,873,,4,1
3545,2024-10-22,873,,3,1
6469,2024-10-22,4960,,3,1
5048,2024-10-22,1984,,3,1
4707,2024-10-22,1821,,4,1
6026,2024-10-22,641,,5,1
6250,2024-10-22,2,,3,4
4785,2024-10-22,5902,,4,1
3118,2024-10-22,5947,,5,1
2347,2024-10-22,1409,,3,1
3806,2024-10-22,2589,,3,1
7931,2024-10-22,2241,,3,1
4261,2024-10-22,727,,3,1
1494,2024-10-22,3277,,3,1
3432,2024-10-22,237,,1,1
7257,2024-10-22,3362,,3,1
1040,2024-10-22,2116,,3,1
7038,2024-10-22,5598,,4,1
5703,2024-10-22,1574,,4,1
6321,2024-10-22,1180,,3,1
7500,2024-10-22,117,,1,5
5885,2024-10-22,5316,,4,1
9924,2024-10-22,3356,,1,5
7978,2024-10-22,255,,1,5
442,2024-10-22,1954,,4,1
8328,2024-10-22,858,,1,5
9567,2024-10-22,2356,,3,1
1443,2024-10-22,5371,,1,5
10266,2024-10-22,6031,,5,1
6540,2024-10-22,797,,1,5
4836,2024-10-22,325,,2,3
4067,2024-10-22,4462,,4,1
2058,2024-10-22,5271,,3,3
3819,2024-10-22,1475,,4,1
9973,2024-10-22,5981,,5,1
793,2024-10-22,5240,,2,4
6344,2024-10-22,4548,,1,5
9439,2024-10-22,2575,,3,3
9483,2024-10-22,1747,,4,1
486,2024-10-22,2172,,1,5
3270,2024-10-22,1339,,4,1
4129,2024-10-22,5488,,4,1
1568,2024-10-22,3709,,3,3
9764,2024-10-22,6122,,1,5
343,2024-10-22,5091,,3,1
671,2024-10-22,3709,,4,1
519,2024-10-22,3226,,5,1
7591,2024-10-22,3923,,3,1
3900,2024-10-22,3682,,3,1
738,2024-10-22,3461,,3,1
4868,2024-10-22,906,,3,1
4495,2024-10-22,2398,,4,1
